Date,event,is_performance_observation,is_elapsed_return_session,gross_return_before_current_cost,stock_return_contribution,spy_hedge_return_contribution,spread_cost,spread_cost_return,net_return,pre_cost_compounded_nav_diagnostic,net_nav,turnover,spy_return,stock_gross,spy_weight,net_exposure,cash_weight,active_stock_positions
2021-01-19,HOLD,True,True,0.00035092056618024614,0.00491099312367397,-0.004560072557493776,0.0,-0.0,0.00035092056618024614,1.0022739679452568,1.0021642368212809,0.0,0.007852009582,0.44547444015641025,-0.5851070379475634,-0.13963259779115317,1.1396325977911532,8
2021-01-20,HOLD,True,True,-0.004013957522414624,0.004083126536355013,-0.008097084058769813,0.0,-0.0,-0.004013957522414624,0.9982508828121026,0.9981415921441972,0.0,0.013838637264,0.4513693440667694,-0.5955948142914695,-0.14422547022470011,1.1442254702247001,8
2021-01-21,HOLD,True,True,0.0034044363993448457,0.003947451807420238,-0.0005430154080751958,0.0,-0.0,0.0034044363993448457,1.0016493644532263,1.001539701712193,0.0,0.000911719503,0.4537719581030217,-0.5941152022795003,-0.14034324417647856,1.1403432441764787,8
2021-01-22,HOLD,True,True,0.0002919062896524771,-0.0018109374413272433,0.002102843730979509,0.0,-0.0,0.0002919062896524771,1.0019417522027365,1.0018320574504593,0.0,-0.003539454508,0.45182912889712123,-0.5918395968477356,-0.14001046795061436,1.1400104679506142,8
2021-01-25,HOLD,True,True,0.0031359321763657633,0.005470025864112278,-0.0023340936877463575,0.0,-0.0,0.0031359321763657633,1.0050837735823133,1.004973734834733,0.0,0.0039437944,0.45586957868122074,-0.5923162270205845,-0.13644664833936376,1.1364466483393638,8
2021-01-26,HOLD,True,True,0.0012679443060552575,0.00034338920261943776,0.0009245551034357027,0.0,-0.0,0.0012679443060552575,1.0063581638301355,1.0062479855595516,0.0,-0.001560914696,0.45563524776579756,-0.5906427697802933,-0.13500752201449573,1.1350075220144957,8
2021-01-27,HOLD,True,True,0.005128040942756318,-0.009307533669768818,0.014435574612525124,0.0,-0.0,0.005128040942756318,1.0115188096973335,1.0114080664280671,0.0,-0.024440449204,0.4440506044159281,-0.5732674561813206,-0.12921685176539247,1.1292168517653924,8
2021-01-28,HOLD,True,True,-0.013538959210319668,-0.008608745784287204,-0.004930213426032466,0.0,-0.0,-0.013538959210319668,0.9978238977923702,0.9977146538717092,0.0,0.008600197644,0.44141820165858925,-0.586133304508909,-0.14471510285031983,1.1447151028503197,8
2021-01-29,HOLD,True,True,0.0011414857276010881,-0.010592666172784997,0.011734151900386083,0.0,-0.0,0.0011414857276010881,0.9989628995303595,0.9988535309093223,0.0,-0.0200195959009999,0.4303343150071266,-0.5737442317566792,-0.1434099167495526,1.1434099167495526,8
2021-02-01,HOLD,True,True,0.0015245099424516795,0.011074769265285365,-0.009550259322833687,0.0,-0.0,0.0015245099424516795,1.000485828402834,1.0003762930482465,0.0,0.0166454995,0.440737176065492,-0.5824066064174799,-0.14166943035198784,1.1416694303519879,8
2021-02-02,HOLD,True,True,-0.0007556409735324232,0.0074797553164285486,-0.008235396289960882,0.0,-0.0,-0.0007556409735324232,0.9997298203174543,0.9996203677322688,0.0,0.014140286527,0.44855587858269647,-0.5910886535130252,-0.1425327749303288,1.142532774930329,8
2021-02-03,REBALANCE,True,True,0.0025641273846279677,0.003028880617423229,-0.0004647532327952998,0.0,-0.0,0.0025641273846279677,1.0022932549269594,1.002183521691403,0.0,0.000786266544,0.45042979981556014,-0.5900404678242337,-0.13961066800867358,1.1396106680086737,8
2021-02-04,HOLD,True,True,-0.0015397711457051377,0.005166463318804554,-0.006706234464509887,0.0,-0.0,-0.0015397711457051377,1.000749952693488,1.0006403884220014,0.0,0.0113657195229999,0.45629885895119593,-0.5976669726479679,-0.14136811369677194,1.1413681136967717,8
2021-02-05,HOLD,True,True,0.0005272240062195177,0.002879573364004909,-0.002352349357785333,0.0,-0.0,0.0005272240062195177,1.0012775720927711,1.0011679500563704,0.0,0.003935886481,0.45893646999089194,-0.5997031441115721,-0.1407666741206802,1.1407666741206801,8
2021-02-08,HOLD,True,True,0.005788665397490789,0.010119657127331554,-0.0043309917298406594,0.0,-0.0,0.005788665397490789,1.0070736329276282,1.0069633763259385,0.0,0.007221892652,0.46635654512257907,-0.6005577082166627,-0.13420116309408356,1.1342011630940836,8
2021-02-09,HOLD,True,True,-0.0022576970407036656,-0.002657545966609129,0.0003998489259053982,0.0,-0.0,-0.0022576970407036656,1.0047999657667968,1.0046899580911104,0.0,-0.00066579601,0.4647482599270795,-0.6015158999580287,-0.13676764003094918,1.1367676400309492,8
2021-02-10,HOLD,True,True,-0.0023612256845784163,-0.002623256953978947,0.00026203126940042506,0.0,-0.0,-0.0023612256845784163,1.0024274062797647,1.0023176583570277,0.0,-0.0004356181929999,0.46321876702337483,-0.6026769249232597,-0.1394581578998849,1.1394581578998848,8
2021-02-11,HOLD,True,True,0.004822648801382723,0.005796004171072838,-0.0009733553696900553,0.0,-0.0,0.004822648801382723,1.007261761609133,1.007151484410708,0.0,0.001615053322,0.4667637336339092,-0.6007530592717261,-0.13398932563781682,1.1339893256378168,8
2021-02-12,HOLD,True,True,0.0009135371741999521,0.003881092149598428,-0.0029675549753983817,0.0,-0.0,0.0009135371741999521,1.0081819326725132,1.0080715547317678,0.0,0.004939725116,0.47021526665753965,-0.6031695963984672,-0.1329543297409276,1.1329543297409277,8
2021-02-16,HOLD,True,True,-0.0022312443345867683,-0.002753548895243827,0.0005223045606569454,0.0,-0.0,-0.0022312443345867683,1.005932432447005,1.0058223007864144,0.0,-0.00086593317,0.46850707151131926,-0.6039949521529205,-0.13548788064160122,1.135487880641601,8
2021-02-17,HOLD,True,True,-0.0052051451680604766,-0.005066578903266555,-0.00013856626479378685,0.0,-0.0,-0.0052051451680604766,1.0006964081068581,1.0005868496975485,0.0,0.000229416263,0.46586538958964185,-0.6072945748395296,-0.14142918524988776,1.141429185249888,8
2021-02-18,HOLD,True,True,-0.0008822325150030785,-0.0034668599010136895,0.002584627386010537,0.0,-0.0,-0.0008822325150030785,0.9998135611979795,0.9997040994446609,0.0,-0.004255969826,0.4628068329248,-0.6052439133133518,-0.1424370803885518,1.1424370803885517,8
2021-02-19,HOLD,True,True,0.004943707856066126,0.003874864950166284,0.001068842905899839,0.0,-0.0,0.004943707856066126,1.0047563473550754,1.004646344454827,0.0,-0.001765970516,0.4643859096054036,-0.601202898913006,-0.13681698930760242,1.1368169893076023,8
2021-02-22,HOLD,True,True,-0.008452595229109794,-0.013076877199151717,0.004624281970042015,0.0,-0.0,-0.008452595229109794,0.9962635486470041,0.9961544755567455,0.0,-0.007691716022,0.45515628424294313,-0.6016642412379781,-0.146507956995035,1.146507956995035,8
2021-02-23,HOLD,True,True,-0.005437397242002984,-0.004706750538940779,-0.0007306467030622544,0.0,-0.0,-0.005437397242002984,0.9908464679752828,0.9907379879587443,0.0,0.001214376147,0.4529121972361236,-0.6056882555915073,-0.1527760583553837,1.1527760583553837,8
2021-02-24,HOLD,True,True,0.004391470933108765,0.011065764743286577,-0.006674293810177744,0.0,-0.0,0.004391470933108765,0.9951977414385696,0.9950887850351919,0.0,0.011019354839,0.46194932494633906,-0.6096851348536267,-0.14773580990728766,1.1477358099072876,8
2021-02-25,HOLD,True,True,-0.011544047603542329,-0.026234880676823828,0.014690833073281468,0.0,-0.0,-0.011544047603542329,0.983709131336465,0.9836014327309945,0.0,-0.024095770478,0.4408030961957882,-0.6019431623005699,-0.1611400661047816,1.1611400661047815,8
2021-02-26,HOLD,True,True,0.006750928069891637,0.003649345589681606,0.0031015824802102577,0.0,-0.0,0.006750928069891637,0.990350080923813,0.9902416552528039,0.0,-0.005152616849,0.4414720954243954,-0.5948259526002505,-0.15335385717585512,1.1533538571758553,8
2021-03-01,HOLD,True,True,-0.0008370046816864596,0.0135816915087602,-0.014418696190446724,0.0,-0.0,-0.0008370046816864596,0.9895211532695712,0.9894128183513564,0.0,0.024240193501,0.4554349881504413,-0.6097550165942685,-0.1543200284438271,1.154320028443827,8
2021-03-02,HOLD,True,True,-0.00554874440217723,-0.010306830675633033,0.004758086273455755,0.0,-0.0,-0.00554874440217723,0.9840305533095307,0.9839228195140869,0.0,-0.007803275322,0.44761184117286446,-0.6083726345713282,-0.16076079339846366,1.1607607933984636,8
2021-03-03,HOLD,True,True,-0.003026445118107124,-0.011084777733114223,0.008058332615007173,0.0,-0.0,-0.003026445118107124,0.9810524388453988,0.9809450311003742,0.0,-0.0132457184249999,0.4378521990901391,-0.602136635437073,-0.16428443634693393,1.164284436346934,8
2021-03-04,HOLD,True,True,-0.005458881995049514,-0.012910208405053946,0.007451326410004251,0.0,-0.0,-0.005458881995049514,0.9756969893507863,0.9755901679319671,0.0,-0.012374809921,0.4272744313855206,-0.5979494444835096,-0.17067501309798902,1.170675013097989,8
2021-03-05,REBALANCE,True,True,-0.0039714057506546885,0.00702883223808406,-0.011000237988738632,0.00020281736636615464,-0.00020789197455329227,-0.0041792977252078645,0.9718221007163821,0.9715128861623938,0.3741651547427235,0.018396602071,0.5430288060347112,-0.7755869616400742,-0.23255815560536305,1.232558155605363,9
2021-03-08,HOLD,True,True,-0.019489848775738894,-0.023351306682574968,0.0038614579068360693,0.0,-0.0,-0.019489848775738894,0.9528814349364989,0.9525782469274071,0.0,-0.004978755572,0.5300072607134856,-0.7870652871565529,-0.2570580264430672,1.2570580264430673,9
2021-03-09,HOLD,True,True,0.022311500596719824,0.03354881018226081,-0.011237309585541054,0.0,-0.0,0.022311500596719824,0.9741416496406878,0.9738316970521502,0.0,0.0142774808759999,0.5512567065584225,-0.7808799923273165,-0.2296232857688941,1.229623285768894,9
2021-03-10,HOLD,True,True,-0.011496237119406838,-0.006635527917950905,-0.004860709201455866,0.0,-0.0,-0.011496237119406838,0.9629426862485283,0.9626362969484443,0.0,0.006224655836,0.5509550889855939,-0.794878816888921,-0.2439237279033272,1.2439237279033273,9
2021-03-11,HOLD,True,True,0.015723751496502736,0.023783126532965247,-0.008059375036462566,0.0,-0.0,0.015723751496502736,0.9780837577524749,0.9777725508631753,0.0,0.0101391241849999,0.5658410711296024,-0.7905084337570975,-0.22466736262749515,1.224667362627495,9
2021-03-12,HOLD,True,True,-0.00506155735203373,-0.0039969130558152105,-0.0010646442962186007,0.0,-0.0,-0.00506155735203373,0.9731331307175181,0.972823499019737,0.0,0.001346784235,0.5647024318192733,-0.7956000533526415,-0.23089762153336824,1.2308976215333682,9
2021-03-15,HOLD,True,True,0.007384553308531716,0.012129161046967743,-0.004744607738436017,0.0,-0.0,0.007384553308531716,0.9803192841976,0.9800073660080405,0.0,0.005963558849,0.572603174201714,-0.7944777974434118,-0.22187462324169785,1.221874623241698,9
2021-03-16,HOLD,True,True,-0.0012739603649506437,-0.0022760513784891166,0.0010020910135385534,0.0,-0.0,-0.0012739603649506437,0.9790703962845354,0.9787588754663866,0.0,-0.00126132035,0.5710546237801426,-0.7944878524643476,-0.22343322868420507,1.2234332286842051,9
2021-03-17,HOLD,True,True,0.003398212012377,0.006107309031775118,-0.002709097019398165,0.0,-0.0,0.003398212012377,0.9823974850661522,0.982084905634217,0.0,0.003409865879,0.5752072566029233,-0.7944970799628178,-0.21928982335989453,1.2192898233598946,9
2021-03-18,HOLD,True,True,-0.013112513372920631,-0.024672179894318698,0.011559666521398107,0.0,-0.0,-0.013112513372920631,0.9695157849056987,0.9692073041757449,0.0,-0.014549665207,0.5578498908626229,-0.7933400960602843,-0.2354902051976613,1.2354902051976613,9
2021-03-19,HOLD,True,True,0.006268377521765567,0.0048048040631060475,0.0014635734586594324,0.0,-0.0,0.006268377521765567,0.9755930758587985,0.9752826614551711,0.0,-0.0018448247679999,0.5591497333061715,-0.7869436626358625,-0.22779392932969098,1.227793929329691,9
2021-03-22,HOLD,True,True,0.0010247303298709376,0.007308479921463016,-0.006283749591592111,0.0,-0.0,0.0010247303298709376,0.9765927956732431,0.9762820631785614,0.0,0.007985005649,0.5658783405290774,-0.7924154001330814,-0.22653705960400403,1.2265370596040042,9
2021-03-23,HOLD,True,True,-0.01064304118838888,-0.016879989624184924,0.006236948435796067,0.0,-0.0,-0.01064304118838888,0.9661988783246089,0.9658914529686666,0.0,-0.0078708066939999,0.5549042193672287,-0.7946357931738022,-0.2397315738065736,1.2397315738065737,9
2021-03-24,HOLD,True,True,-0.006944216201604125,-0.010983699822803422,0.004039483621199258,0.0,-0.0,-0.006944216201604125,0.9594893844197755,0.9591840938919707,0.0,-0.005083440308,0.5477240336529259,-0.7961247720934729,-0.24840073844054703,1.248400738440547,9
2021-03-25,HOLD,True,True,-0.00021649260915423962,0.004262120115458766,-0.004478612724612912,0.0,-0.0,-0.00021649260915423962,0.9592816620594866,0.9589764376248248,0.0,0.005625516102,0.5521056805676995,-0.800776747065408,-0.24867106649770848,1.2486710664977085,9
2021-03-26,HOLD,True,True,0.005480767498155403,0.018385252927020125,-0.012904485428864633,0.0,-0.0,0.005480767498155403,0.9645392618144788,0.9642323645156559,0.0,0.0161149602259999,0.5673812487873033,-0.80924594362842,-0.24186469484111656,1.2418646948411165,9
2021-03-29,HOLD,True,True,-0.008579368144435051,-0.008988098859988537,0.000408730715553511,0.0,-0.0,-0.008579368144435051,0.9562641243976108,0.9559598600836969,0.0,-0.000505076014,0.5632252668397809,-0.8158365752375242,-0.25261130839774326,1.2526113083977433,9
2021-03-30,HOLD,True,True,0.006543202987055574,0.004378797499414295,0.002164405487641268,0.0,-0.0,0.006543202987055574,0.9625211546727833,0.9622148994957018,0.0,-0.002652989034,0.563914258876074,-0.8083827572777788,-0.2444684984017046,1.2444684984017047,9
2021-03-31,HOLD,True,True,0.013352206950136836,0.016628908522197457,-0.0032767015720606123,0.0,-0.0,0.013352206950136836,0.975372936323859,0.9750625919642735,0.0,0.004053403592,0.5728937712047021,-0.8009648109344653,-0.22807103972976314,1.2280710397297632,9
2021-04-01,HOLD,True,True,0.008569485445433456,0.017219169775817264,-0.008649684330383814,0.0,-0.0,0.008569485445433456,0.983731380505556,0.9834183766544979,0.0,0.010799081573,0.5850989440949591,-0.8027354653777611,-0.217636521282802,1.217636521282802,9
2021-04-05,HOLD,True,True,0.0012728577613621006,0.012794609404947189,-0.011521751643585073,0.0,-0.0,0.0012728577613621006,0.9849835306283279,0.9846701283678887,0.0,0.014353111505,0.5971334875057653,-0.8132221009584301,-0.2160886134526647,1.2160886134526647,9
2021-04-06,REBALANCE,True,True,-0.0014192400325848675,-0.0018995365781351603,0.000480296545550253,0.0,-0.0,-0.0014192400325848675,0.9835856025702234,0.9832726451028185,0.0,-0.000590609312,0.5960799314289346,-0.8138969195034366,-0.21781698807450198,1.217816988074502,9
2021-04-07,HOLD,True,True,-0.0047324370683271555,-0.003790519526152688,-0.000941917542174443,0.0,-0.0,-0.0047324370683271555,0.9789308456047472,0.9786193691888618,0.0,0.0011572934109999,0.5951057122349357,-0.8187133464346124,-0.22360763419967664,1.2236076341996767,9
2021-04-08,HOLD,True,True,0.003341343918841222,0.007227609588305455,-0.003886265669464366,0.0,-0.0,0.003341343918841222,0.9822017902326747,0.9818892730669612,0.0,0.004746796527,0.6003274214442849,-0.8198601772864009,-0.2195327558421161,1.219532755842116,9
2021-04-09,HOLD,True,True,-0.00647759426025285,-0.0005170911603397527,-0.005960503099913037,0.0,-0.0,-0.00647759426025285,0.9758394855538535,0.9755289927475388,0.0,0.0072701458919999,0.6037209899029344,-0.8312048884005112,-0.22748389849757678,1.2274838984975767,9
2021-04-12,HOLD,True,True,0.0014188532318148983,0.0017218514412766994,-0.0003029982094616953,0.0,-0.0,0.0014188532318148983,0.9772240585616642,0.9769131252116279,0.0,0.000364528907,0.6045850239291024,-0.830329770531582,-0.22574474660247956,1.2257447466024796,9
2021-04-13,HOLD,True,True,0.006498523839504111,0.00895941763018925,-0.002460893790685099,0.0,-0.0,0.006498523839504111,0.9835745724027641,0.9832616184449401,0.0,0.002963754737,0.6095830515665289,-0.8274136966892001,-0.21783064512267125,1.2178306451226713,9
2021-04-14,HOLD,True,True,-0.006441330732540829,-0.00926711504773591,0.002825784315195074,0.0,-0.0,-0.006441330732540829,0.9772390432818006,0.9769281051639228,0.0,-0.003415201279,0.6042078390412514,-0.8299337904041092,-0.22572595136285767,1.2257259513628578,9
2021-04-15,HOLD,True,True,0.005884615608388932,0.014800176074396454,-0.008915560466007522,0.0,-0.0,0.005884615608388932,0.9829897194090237,0.9826769515398444,0.0,0.0107424960509999,0.6153867009301593,-0.8339419232122915,-0.2185552222821323,1.2185552222821323,9
2021-04-16,HOLD,True,True,-0.005616022836500423,-0.0028286631488786008,-0.0027873596876217236,0.0,-0.0,-0.005616022836500423,0.9774692266967775,0.977158215339094,0.0,0.003342390651,0.6160176067283534,-0.8414549129066827,-0.22543730617832933,1.2254373061783292,9
2021-04-19,HOLD,True,True,-0.00737496703769569,-0.011509038291334258,0.004134071253638504,0.0,-0.0,-0.00737496703769569,0.9702604233695269,0.9699517057103546,0.0,-0.004913003882,0.6089999227935811,-0.8435419356231793,-0.23454201282959813,1.234542012829598,9
2021-04-20,HOLD,True,True,-0.0013516907001056566,-0.0075277642157027935,0.006176073515597049,0.0,-0.0,-0.0013516907001056566,0.9689489313785777,0.9686406310101943,0.0,-0.007321596301,0.6022862633188077,-0.8384992537509228,-0.2362129904321151,1.236212990432115,9
2021-04-21,HOLD,True,True,0.00715716921175602,0.015091145701420986,-0.00793397648966472,0.0,-0.0,0.00715716921175602,0.9758838628380044,0.9755733559117165,0.0,0.0094621151469999,0.6129901348996148,-0.8404182148681343,-0.2274280799685194,1.2274280799685195,9
2021-04-22,HOLD,True,True,-0.004320057339723848,-0.011995662926933258,0.007675605587209394,0.0,-0.0,-0.004320057339723848,0.971667988593633,0.971358823075071,0.0,-0.009133078569,0.6036020675147211,-0.8363557139214713,-0.23275364640675025,1.2327536464067503,9
2021-04-23,HOLD,True,True,0.006014919753800196,0.015083030558095597,-0.00906811080429543,0.0,-0.0,0.006014919753800196,0.9775124935723601,0.9772014684480135,0.0,0.0108424091009999,0.614986006593447,-0.8403690721929505,-0.2253830655995035,1.2253830655995035,9
2021-04-26,HOLD,True,True,0.009044003580931381,0.010798385432744747,-0.0017543818518132685,0.0,-0.0,0.009044003580931381,0.9863531200646337,0.9860392820279487,0.0,0.002087632577,0.6201755223809724,-0.83457554978396,-0.21440002740298766,1.2144000274029878,9
2021-04-27,HOLD,True,True,-0.004633407669559331,-0.004813268783045124,0.0001798611134856603,0.0,-0.0,-0.004633407669559331,0.9817829439532325,0.9814705600561136,0.0,-0.000215512081,0.6182267501636622,-0.8382797806353064,-0.22005303047164415,1.2200530304716442,9
2021-04-28,HOLD,True,True,-0.005863366436281492,-0.006104297585698231,0.0002409311494167705,0.0,-0.0,-0.005863366436281492,0.9760263907919435,0.9757158385160821,0.0,-0.000287411381,0.6157327191370727,-0.8429815592668995,-0.22724884012982677,1.2272488401298267,9
2021-04-29,HOLD,True,True,-0.013852287984385425,-0.00848014867549255,-0.0053721393088929925,0.0,-0.0,-0.013852287984385425,0.9625061921463333,0.9621999417300312,0.0,0.0063727839,0.6157825679282872,-0.8602704120682072,-0.24448784413992003,1.24448784413992,9
2021-04-30,HOLD,True,True,-0.002409056232419715,-0.008061454311990682,0.005652398079571019,0.0,-0.0,-0.002409056232419715,0.9601874606054006,0.9598819479635726,0.0,-0.0065704899299999,0.6091886834107868,-0.8566818086389384,-0.2474931252281516,1.2474931252281516,9
2021-05-03,HOLD,True,True,-0.012837885092729984,-0.010990260774938396,-0.0018476243177914357,0.0,-0.0,-0.012837885092729984,0.9478606843186683,0.9475590938130305,0.0,0.002156721783,0.6059778972494713,-0.8696944706365445,-0.2637165733870732,1.2637165733870732,9
2021-05-04,HOLD,True,True,-0.0074957591698838755,-0.0128611626471926,0.005365403477308594,0.0,-0.0,-0.0074957591698838755,0.9407557489024143,0.9404564190465746,0.0,-0.006169296987,0.597596171585327,-0.870856800003518,-0.273260628418191,1.273260628418191,9
2021-05-05,REBALANCE,True,True,0.003096541814846754,0.0033689333843110953,-0.0002723915694642828,9.63954063625845e-05,-0.00010249853625360887,0.002994043278593095,0.9436688384164481,0.9432721862668308,0.3127508732916071,0.000312785718,0.6656931344543309,-0.9065454608236426,-0.24085232636931175,1.2408523263693116,9
2021-05-06,HOLD,True,True,-0.004053160638037956,0.003186120011096949,-0.007239280649134899,0.0,-0.0,-0.004053160638037956,0.9398439970252356,0.9394489525704981,0.0,0.00798556825,0.6716013626730669,-0.9175035306685441,-0.24590216799547712,1.2459021679954771,9
2021-05-07,HOLD,True,True,0.004821609542337013,0.011499218935429536,-0.0066776093930926116,0.0,-0.0,0.004821609542337013,0.9443755578096006,0.9439786086047505,0.0,0.007278020378,0.6798227417895861,-0.9197464816491862,-0.2399237398596,1.2399237398596,9
2021-05-10,HOLD,True,True,-0.00902585656582533,-0.018133551755521504,0.009107695189696218,0.0,-0.0,-0.00902585656582533,0.9358517594805399,0.9354583930822766,0.0,-0.009902397423,0.6677158979557343,-0.9189329434002321,-0.25121704544449774,1.2512170454444977,9
2021-05-11,HOLD,True,True,0.003732147255766982,-0.004469077510454245,0.008201224766221099,0.0,-0.0,0.003732147255766982,0.9393444960564898,0.9389496615569027,0.0,-0.008924726037,0.6607806896078963,-0.9073453720935194,-0.24656468248562313,1.2465646824856231,9
2021-05-12,HOLD,True,True,-0.0038397125603991666,-0.023116502773991115,0.019276790213591754,0.0,-0.0,-0.0038397125603991666,0.9357376831964399,0.9353443647478401,0.0,-0.021245262065,0.6401220715923872,-0.8914916535796685,-0.25136958198728127,1.2513695819872812,9
2021-05-13,HOLD,True,True,-0.0024922705189520666,0.008216800182456402,-0.010709070701408493,0.0,-0.0,-0.0024922705189520666,0.9334055717551369,0.9330132335625111,0.0,0.012012530525,0.6499587447930264,-0.9044548704905232,-0.25449612569749674,1.2544961256974967,9
2021-05-14,HOLD,True,True,0.014307425644351612,0.02819566217536504,-0.013888236531013476,0.0,-0.0,0.014307425644351612,0.946760202569047,0.9463622510269027,0.0,0.015355367066,0.6685886249305384,-0.9053893166937506,-0.23680069176321206,1.236800691763212,9
2021-05-17,HOLD,True,True,0.012403749788207241,0.010099960178377991,0.0023037896098294336,0.0,-0.0,0.012403749788207241,0.9585035792311459,0.9581006915976451,0.0,-0.002544529262,0.6703734406859879,-0.8920211203019001,-0.22164767961591214,1.2216476796159121,9
2021-05-18,HOLD,True,True,-0.002785590151398676,-0.010470985825824057,0.007685395674425471,0.0,-0.0,-0.002785590151398676,0.9558335811007592,0.9554318157470825,0.0,-0.008615710435,0.6617458074641654,-0.8868060026947824,-0.225060195230617,1.225060195230617,9
2021-05-19,HOLD,True,True,-0.0004920269986375958,-0.0028170026815529303,0.0023249756829152013,0.0,-0.0,-0.0004920269986375958,0.9553632851726532,0.9549617174983775,0.0,-0.00262174103,0.6592531751437207,-0.8849164297868602,-0.22566325464313955,1.2256632546431396,9
2021-05-20,HOLD,True,True,0.001344866562419167,0.01086472885074557,-0.009519862288326505,0.0,-0.0,0.001344866562419167,0.9566481213098449,0.9562460135806314,0.0,0.010757922407,0.6692178952242067,-0.8932350101776168,-0.22401711495341,1.22401711495341,9
2021-05-21,HOLD,True,True,-0.0037878132855466706,-0.004519126865575473,0.0007313135800289264,0.0,-0.0,-0.0037878132855466706,0.9530245168463541,0.9526239322261397,0.0,-0.000818724716,0.6672260962303962,-0.8958971878682792,-0.22867109163788302,1.2286710916378831,9
2021-05-24,HOLD,True,True,0.00570855882209198,0.01484155420613324,-0.009132995384041215,0.0,-0.0,0.00570855882209198,0.9584649133596673,0.9580620419785852,0.0,0.0101942449509999,0.6781961279472276,-0.8998930906109734,-0.2216969626637459,1.221696962663746,9
2021-05-25,HOLD,True,True,-0.0023687237457996613,-0.004365289755221117,0.001996566009421366,0.0,-0.0,-0.0023687237457996613,0.9561945747598765,0.9557926576698013,0.0,-0.002218670229,0.6754307470411661,-0.9000284433472037,-0.2245976963060376,1.2245976963060377,9
2021-05-26,HOLD,True,True,0.005551111307686041,0.007337223606393441,-0.001786112298707493,0.0,-0.0,0.005551111307686041,0.9615025172761741,0.9610983690995953,0.0,0.001984506503,0.6789987728815121,-0.8968361185272136,-0.21783734564570142,1.2178373456457015,9
2021-05-27,HOLD,True,True,-0.0012265191986425839,-0.0007557053819069065,-0.00047081381673569583,0.0,-0.0,-0.0012265191986425839,0.9603232159791917,0.9599195634981106,0.0,0.000524971962,0.679075967210726,-0.898408848044306,-0.21933288083358005,1.21933288083358,9
2021-05-28,HOLD,True,True,-0.0004624527220259411,0.0011445654183401969,-0.0016070181403660048,0.0,-0.0,-0.0004624527220259411,0.9598791118939374,0.9594756460830449,0.0,0.001788738105,0.6805352480069415,-0.9004322735405709,-0.21989702553362933,1.2198970255336294,9
