strategy,label,cost_bps,days,total_return,annualized_vol,sharpe_excess_cash,max_drawdown
equal_sleeves,等赛道对照,10,502,1.0589474688914144,0.2883826086120858,1.2381064567262932,-0.3140063719519637
momentum,简单动量,10,502,1.3242302134027648,0.25766171629387374,1.5894272609131528,-0.2797202225130413
logistic_all,Logistic 三层,10,502,0.5297484949867208,0.26099612971673214,0.7668509717587905,-0.248012388775395
random_forest_all,随机森林三层,10,502,0.629687576031976,0.22508141127460063,0.9921074753184539,-0.28743206136104926
SPY,SPY 对照,10,502,0.49014740205290885,0.16348963825977955,1.01669446180228,-0.18755388287272345
