feature_set,model,transformed_feature,base_feature,missing_indicator,importance
full_state,random_forest,etf_soxx_momentum_5,etf_soxx_momentum_5,False,0.006987424752473315
full_state,random_forest,etf_soxx_momentum_20,etf_soxx_momentum_20,False,0.020843079780061006
full_state,random_forest,etf_soxx_momentum_60,etf_soxx_momentum_60,False,0.02232110849343389
full_state,random_forest,etf_soxx_volatility_20_ann,etf_soxx_volatility_20_ann,False,0.02796803607194197
full_state,random_forest,etf_soxx_volatility_60_ann,etf_soxx_volatility_60_ann,False,0.0019565706813615864
full_state,random_forest,etf_soxx_max_drawdown_60,etf_soxx_max_drawdown_60,False,0.019782139350129947
full_state,random_forest,etf_xlk_momentum_5,etf_xlk_momentum_5,False,0.00468367627385297
full_state,random_forest,etf_xlk_momentum_20,etf_xlk_momentum_20,False,0.009384836446347045
full_state,random_forest,etf_xlk_momentum_60,etf_xlk_momentum_60,False,0.04594431338931648
full_state,random_forest,etf_xlk_volatility_20_ann,etf_xlk_volatility_20_ann,False,0.011256237417202213
full_state,random_forest,etf_xlk_volatility_60_ann,etf_xlk_volatility_60_ann,False,0.0063664330659060995
full_state,random_forest,etf_xlk_max_drawdown_60,etf_xlk_max_drawdown_60,False,0.031228196825324055
full_state,random_forest,soxx_relative_spy_return_5,soxx_relative_spy_return_5,False,0.009793763319354174
full_state,random_forest,soxx_relative_spy_return_20,soxx_relative_spy_return_20,False,0.05121363877391372
full_state,random_forest,soxx_relative_spy_return_60,soxx_relative_spy_return_60,False,0.01645868062383729
full_state,random_forest,pool_breadth_up_1,pool_breadth_up_1,False,0.009914253032318951
full_state,random_forest,pool_breadth_above_ma20,pool_breadth_above_ma20,False,0.0475653865071931
full_state,random_forest,pool_breadth_above_ma60,pool_breadth_above_ma60,False,0.0015641770373632144
full_state,random_forest,pool_cross_sectional_dispersion_1,pool_cross_sectional_dispersion_1,False,0.005275933880360111
full_state,random_forest,pool_equal_weight_return_1,pool_equal_weight_return_1,False,0.0288010652953333
full_state,random_forest,pool_equal_weight_relative_spy_return_1,pool_equal_weight_relative_spy_return_1,False,0.019594713871282386
full_state,random_forest,missingindicator_spread_median_60_bps,spread_median_60_bps,True,0.0
