Date,Instrument,holding_value,weight
2021-01-19,ORCL.N,0.0517408809659909,0.051629143273068154
2021-01-19,AMD.OQ,0.051956560368597714,0.051844356902413895
2021-01-19,NTAP.OQ,0.05352347158416596,0.053407884274472454
2021-01-19,TSLA.OQ,0.062044188480331955,0.06191020014556407
2021-01-20,SPY.P,-0.5944879562097153,-0.5955948142914702
2021-01-20,NVDA.OQ,0.05464324238139104,0.05474498088393154
2021-01-20,TER.OQ,0.06234713365487711,0.06246321578579216
2021-01-20,GOOG.OQ,0.058533781240228996,0.058642763412440686
2021-01-20,CSCO.OQ,0.05529496408608568,0.05539791600839081
2021-01-20,ORCL.N,0.05196881436233691,0.05206557343302174
2021-01-20,AMD.OQ,0.05154996906332805,0.05164594829936801
2021-01-20,NTAP.OQ,0.05371498369470192,0.05381499390212965
2021-01-20,TSLA.OQ,0.062477627248937476,0.06259395234169506
2021-01-21,SPY.P,-0.5950299624736902,-0.5941152022795008
2021-01-21,NVDA.OQ,0.056694548657850036,0.05660739016229439
2021-01-21,TER.OQ,0.06308031183727128,0.06298333628655127
2021-01-21,GOOG.OQ,0.058668723181188286,0.058578529718682694
2021-01-21,CSCO.OQ,0.055014464709392065,0.0549298890651479
2021-01-21,ORCL.N,0.05167334514490191,0.051593905919618765
2021-01-21,AMD.OQ,0.05316471739004558,0.0530829854264961
2021-01-21,NTAP.OQ,0.0540980079157271,0.05401484117229031
2021-01-21,TSLA.OQ,0.06207651272748187,0.06198108035194043
2021-01-22,SPY.P,-0.5929238809906177,-0.5918395968477361
2021-01-22,NVDA.OQ,0.05606086161677828,0.05595834271808628
2021-01-22,TER.OQ,0.062050263961404374,0.06193679219979721
2021-01-22,GOOG.OQ,0.05897273031251438,0.05886488645870729
2021-01-22,CSCO.OQ,0.05459981345689591,0.05449996638742607
2021-01-22,ORCL.N,0.05095577704537527,0.050862593851360216
2021-01-22,AMD.OQ,0.05389658173957778,0.05379802067498024
2021-01-22,NTAP.OQ,0.05392314903218309,0.053824539383787506
2021-01-22,TSLA.OQ,0.06219772865432271,0.06208398722297666
2021-01-25,SPY.P,-0.5952622508720947,-0.592316227020585
2021-01-25,NVDA.OQ,0.05581862963494894,0.055542376581740494
2021-01-25,TER.OQ,0.06302183750367596,0.06270993491590092
2021-01-25,GOOG.OQ,0.05892154543834614,0.05862993568487215
2021-01-25,CSCO.OQ,0.05491689970882803,0.05464510942453543
2021-01-25,ORCL.N,0.051411643838048394,0.05115720148298503
2021-01-25,AMD.OQ,0.05467491366682092,0.05440432100030174
2021-01-25,NTAP.OQ,0.05466421763375654,0.05439367790318026
2021-01-25,TSLA.OQ,0.0647072656603777,0.06438702168770487
2021-01-26,SPY.P,-0.5943330972767344,-0.5906427697802937
2021-01-26,NVDA.OQ,0.054927379473978126,0.05458632490422753
2021-01-26,TER.OQ,0.06211773434630005,0.06173203349247731
2021-01-26,GOOG.OQ,0.05947496250196721,0.05910567112230744
2021-01-26,CSCO.OQ,0.055197399085544364,0.054854667912552744
2021-01-26,ORCL.N,0.052171421825794956,0.051847479522439614
2021-01-26,AMD.OQ,0.05501180360548718,0.05467022483021059
2021-01-26,NTAP.OQ,0.05470585070126127,0.05436617164588966
2021-01-26,TSLA.OQ,0.06487549867392786,0.06447267433569279
2021-01-27,SPY.P,-0.5798073294024865,-0.573267456181321
2021-01-27,NVDA.OQ,0.05281168241749361,0.05221599883418536
2021-01-27,TER.OQ,0.05852381184499391,0.05786369892389644
2021-01-27,GOOG.OQ,0.0567931853074892,0.05615259279873306
2021-01-27,CSCO.OQ,0.055734006588789124,0.05510536097029737
2021-01-27,ORCL.N,0.05280457014891847,0.05220896678766406
2021-01-27,AMD.OQ,0.051602245088272394,0.05102020322075653
2021-01-27,NTAP.OQ,0.057362040408090426,0.056715031560577445
2021-01-27,TSLA.OQ,0.0634848214044813,0.06276875131981802
2021-01-28,SPY.P,-0.5847937870307877,-0.5861333045089095
2021-01-28,NVDA.OQ,0.05335644885762962,0.05347866612019357
2021-01-28,TER.OQ,0.05394931975009554,0.05407289503140104
2021-01-28,GOOG.OQ,0.05779578841825012,0.05792817434721349
2021-01-28,CSCO.OQ,0.05529496408610826,0.05542162167462598
2021-01-28,ORCL.N,0.051681787122587114,0.051800168436969364
2021-01-28,AMD.OQ,0.050835530055422705,0.05095197294953171
2021-01-28,NTAP.OQ,0.05612137499646694,0.05624992554603021
2021-01-28,TSLA.OQ,0.061374194993911446,0.061514777552624016
2021-01-29,SPY.P,-0.573086451729016,-0.5737442317566799
2021-01-29,NVDA.OQ,0.05310604026884595,0.053166994584781656
2021-01-29,TER.OQ,0.05104359517459787,0.05110218224701027
2021-01-29,GOOG.OQ,0.05694673992998056,0.057012102543341076
2021-01-29,CSCO.OQ,0.054368096580470704,0.0544304994656983
2021-01-29,ORCL.N,0.051014870888900526,0.05107342499200893
2021-01-29,AMD.OQ,0.049743541978341875,0.04980063686920851
2021-01-29,NTAP.OQ,0.055322020100382494,0.05538551788470852
2021-01-29,TSLA.OQ,0.05829604509479303,0.05836295642036958
2021-02-01,SPY.P,-0.582625761974728,-0.5824066064174805
2021-02-01,NVDA.OQ,0.05411687330691938,0.054096517163576406
2021-02-01,TER.OQ,0.052874291617697654,0.052854402873327225
2021-02-01,GOOG.OQ,0.058982036653266075,0.05895985047140806
2021-02-01,CSCO.OQ,0.0553681378365362,0.055347311028157195
2021-02-01,ORCL.N,0.05192660447422838,0.051907072203803285
2021-02-01,AMD.OQ,0.05091684831647521,0.05089769586734858
2021-02-01,NTAP.OQ,0.05502226201434601,0.05500156530767808
2021-02-01,TSLA.OQ,0.06169596818148043,0.061672761150193475
2021-02-02,SPY.P,-0.5908642571870624,-0.5910886535130259
2021-02-02,NVDA.OQ,0.05542410834809269,0.05544515711882444
2021-02-02,TER.OQ,0.054700490035131326,0.05472126399267399
2021-02-02,GOOG.OQ,0.059793549567159245,0.059816257748735606
2021-02-02,CSCO.OQ,0.05589254971473658,0.05591377638846436
2021-02-02,ORCL.N,0.05265261455140484,0.052672610774080336
2021-02-02,AMD.OQ,0.05161386198270024,0.051633463711619906
2021-02-02,NTAP.OQ,0.054189600664240785,0.05421018059803535
2021-02-02,TSLA.OQ,0.06411881743384035,0.06414316825026267
2021-02-03,SPY.P,-0.591328833984534,-0.5900404678242345
2021-02-03,NVDA.OQ,0.055316790381450535,0.05519626813269832
2021-02-03,TER.OQ,0.05423269536664952,0.05411453510542666
2021-02-03,GOOG.OQ,0.06421592269429754,0.06407601133365196
2021-02-03,CSCO.OQ,0.055819375964270966,0.05569775869998704
2021-02-03,ORCL.N,0.052483774998588174,0.05236942522264824
2021-02-03,AMD.OQ,0.05105044260249005,0.05093921572002235
2021-02-03,NTAP.OQ,0.055505205597403885,0.05538427283630326
2021-02-03,TSLA.OQ,0.06278911544876113,0.06265231276482261
2021-02-04,SPY.P,-0.5980497116574648,-0.5976669726479689
2021-02-04,NVDA.OQ,0.0558636009733147,0.05582784946489219
2021-02-04,TER.OQ,0.05645921806768383,0.0564230853770748
2021-02-04,GOOG.OQ,0.06397705994823107,0.06393611599979711
2021-02-04,CSCO.OQ,0.05762432847521523,0.05758745013889375
2021-02-04,ORCL.N,0.053479928360309265,0.05344570235131779
2021-02-04,AMD.OQ,0.05102140036641593,0.05098874776269639
2021-02-04,NTAP.OQ,0.05572169754842864,0.05568603685515951
2021-02-04,TSLA.OQ,0.06244383371784215,0.06240387100136486
2021-02-05,SPY.P,-0.6004035674325433,-0.5997031441115731
2021-02-05,NVDA.OQ,0.05556413274261433,0.05549931231766444
2021-02-05,TER.OQ,0.05672909960721823,0.05666292014643912
2021-02-05,GOOG.OQ,0.06508234301866896,0.06500641876820423
2021-02-05,CSCO.OQ,0.05863656535635923,0.058568160669803464
2021-02-05,ORCL.N,0.05369097780134265,0.05362834257560846
2021-02-05,AMD.OQ,0.051056251049711544,0.050996689463378125
2021-02-05,NTAP.OQ,0.05610472176948306,0.056039270700109944
2021-02-05,TSLA.OQ,0.06260839352149034,0.06253535534968457
2021-02-08,SPY.P,-0.604739617544419,-0.6005577082166635
2021-02-08,NVDA.OQ,0.05902999202689136,0.058621786466824095
2021-02-08,TER.OQ,0.058065013227817985,0.05766348071136132
2021-02-08,GOOG.OQ,0.06492444543720512,0.06447547841719134
2021-02-08,CSCO.OQ,0.059685389112717854,0.059272651335631754
2021-02-08,ORCL.N,0.05327732089688349,0.05290889634067335
2021-02-08,AMD.OQ,0.05312986670667987,0.05276246182908105
2021-02-08,NTAP.OQ,0.05806147594221488,0.057659967886877064
2021-02-08,TSLA.OQ,0.06343045789792165,0.06299182213493952
2021-02-09,SPY.P,-0.604336984319969,-0.6015158999580297
2021-02-09,NVDA.OQ,0.05831249476426205,0.05804028824479802
2021-02-09,TER.OQ,0.057696175123781154,0.05742684562449763
2021-02-09,GOOG.OQ,0.06463284676020875,0.0643311364264154
2021-02-09,CSCO.OQ,0.059148781609432606,0.058872671248565156
2021-02-09,ORCL.N,0.053750071644799766,0.053499162813295954
2021-02-09,AMD.OQ,0.05280459366247111,0.05255809838370312
2021-02-09,NTAP.OQ,0.058178048531226594,0.05790646961552566
2021-02-09,TSLA.OQ,0.062404897692872066,0.06211358757027898
2021-02-10,SPY.P,-0.6040737241348965,-0.6026769249232609
2021-02-10,NVDA.OQ,0.060360734813113215,0.06022116273203744
2021-02-10,TER.OQ,0.05789408825274706,0.05776021979663169
2021-02-10,GOOG.OQ,0.06500106764274731,0.0648507657236084
2021-02-10,CSCO.OQ,0.05761213285011245,0.057478916359259564
2021-02-10,ORCL.N,0.05341239253912894,0.05328888710459432
2021-02-10,AMD.OQ,0.05364101006194263,0.053516975995284356
2021-02-10,NTAP.OQ,0.0572454678191224,0.05711309916754105
2021-02-10,TSLA.OQ,0.059125455890984766,0.05898874014441857
2021-02-11,SPY.P,-0.6050493354097934,-0.6007530592717271
2021-02-11,NVDA.OQ,0.06234969446134284,0.06190696774658896
2021-02-11,TER.OQ,0.06074133849469398,0.06031003223932519
2021-02-11,GOOG.OQ,0.06501688842205866,0.06455522275291148
2021-02-11,CSCO.OQ,0.05802678410264167,0.057614753094062734
2021-02-11,ORCL.N,0.05293119981355168,0.05255535103989066
2021-02-11,AMD.OQ,0.05382107192569258,0.05343890443370963
2021-02-11,NTAP.OQ,0.05758685897268272,0.05717795174216247
2021-02-11,TSLA.OQ,0.05962795100581193,0.05920455058525853
2021-02-12,SPY.P,-0.6080381128083363,-0.6031695963984682
2021-02-12,NVDA.OQ,0.061166130600793206,0.060676377895682816
2021-02-12,TER.OQ,0.06405638340513771,0.06354348865858253
2021-02-12,GOOG.OQ,0.06527188215874566,0.06474925500314661
2021-02-12,CSCO.OQ,0.057673110975508375,0.05721132662140668
2021-02-12,ORCL.N,0.053251994963957695,0.05282561016030976
2021-02-12,AMD.OQ,0.05446580956694431,0.054029705839122553
2021-02-12,NTAP.OQ,0.05816972191775734,0.05770396123639799
2021-02-12,TSLA.OQ,0.059955601329234554,0.05947554124289108
2021-02-16,SPY.P,-0.6075115924378314,-0.6039949521529214
2021-02-16,NVDA.OQ,0.06267471458887283,0.06231191587208783
2021-02-16,TER.OQ,0.06460964056114418,0.06423564133607734
2021-02-16,GOOG.OQ,0.06582374816555264,0.06544272095984309
2021-02-16,CSCO.OQ,0.05672185221972071,0.056393512229120465
2021-02-16,ORCL.N,0.05245844906561513,0.052154788201255714
2021-02-16,AMD.OQ,0.05312405825948399,0.05281654445119017
2021-02-16,NTAP.OQ,0.05732873395418142,0.056996880969290786
2021-02-16,TSLA.OQ,0.05849366378764956,0.0581550674924543
2021-02-17,SPY.P,-0.6076509654770977,-0.6072945748395308
2021-02-17,NVDA.OQ,0.06094025183292644,0.06090451003963038
2021-02-17,TER.OQ,0.0626574974252984,0.0626207484580056
2021-02-17,GOOG.OQ,0.06602259364633899,0.06598387103158107
2021-02-17,CSCO.OQ,0.05640476596778503,0.05637168426192565
2021-02-17,ORCL.N,0.052416239177398585,0.052385496764466466
2021-02-17,AMD.OQ,0.05224117428229002,0.05221053454588295
2021-02-17,NTAP.OQ,0.056820810530644535,0.0567874848123579
2021-02-17,TSLA.OQ,0.05863544968993899,0.058601059675792266
2021-02-18,SPY.P,-0.6050648213032874,-0.6052439133133529
2021-02-18,NVDA.OQ,0.06062545246415191,0.06064339687896609
2021-02-18,TER.OQ,0.06144303049744626,0.06146121690566051
2021-02-18,GOOG.OQ,0.06567794882702653,0.0656973887208334
2021-02-18,CSCO.OQ,0.05651452659345512,0.05653125422297376
2021-02-18,ORCL.N,0.052399355222098626,0.052414864809703886
2021-02-18,AMD.OQ,0.05148607614390375,0.05150131541173482
2021-02-18,NTAP.OQ,0.05667925810112406,0.05669603448921499
2021-02-18,TSLA.OQ,0.05784424027671668,0.057861361485713025
2021-02-19,SPY.P,-0.603996294668597,-0.6012028989130069
2021-02-19,NVDA.OQ,0.06102406205449374,0.06074183456827147
2021-02-19,TER.OQ,0.06418433493500099,0.0638874916424752
2021-02-19,GOOG.OQ,0.06517974938524557,0.06487830244444427
2021-02-19,CSCO.OQ,0.05570961533856648,0.05545196640196549
2021-02-19,ORCL.N,0.05160580932379059,0.05136713989816446
2021-02-19,AMD.OQ,0.05203207018244401,0.051791429361821184
2021-02-19,NTAP.OQ,0.05941038732942992,0.05913562285608983
2021-02-19,TSLA.OQ,0.057397577952427316,0.05713212243217213
2021-02-22,SPY.P,-0.5993505266916659,-0.6016642412379791
2021-02-22,NVDA.OQ,0.05869066283716063,0.05891723048712778
2021-02-22,TER.OQ,0.059592987601155424,0.05982303855820078
2021-02-22,GOOG.OQ,0.06405492299922876,0.06430219867599234
2021-02-22,CSCO.OQ,0.055404724711712476,0.055618607426069236
2021-02-22,ORCL.N,0.05440854590084812,0.05461858299681835
2021-02-22,AMD.OQ,0.04958671390351873,0.04977813694588383
2021-02-22,NTAP.OQ,0.059177242151427875,0.05940568817738239
2021-02-22,TSLA.OQ,0.05249016952133415,0.0526928009754689
2021-02-23,SPY.P,-0.6000783636749721,-0.6056882555915082
2021-02-23,NVDA.OQ,0.0578167879659938,0.058357293925022494
2021-02-23,TER.OQ,0.05841814284217022,0.05896427062671879
2021-02-23,GOOG.OQ,0.06424042939163842,0.06484098739768271
2021-02-23,CSCO.OQ,0.05550228971227809,0.056021158355532154
2021-02-23,ORCL.N,0.054450755789052896,0.05495979406345357
2021-02-23,AMD.OQ,0.04922078172877249,0.04968092707354847
2021-02-23,NTAP.OQ,0.057728411402256985,0.058268091164241205
2021-02-23,TSLA.OQ,0.05133972017952829,0.05181967462992464
2021-02-24,SPY.P,-0.6066908400955132,-0.6096851348536279
2021-02-24,NVDA.OQ,0.059276312312184304,0.05956886782729443
2021-02-24,TER.OQ,0.06040322536591741,0.06070134270861194
2021-02-24,GOOG.OQ,0.06499455320420183,0.06531533083442731
2021-02-24,CSCO.OQ,0.05578278908897558,0.056058102480777965
2021-02-24,ORCL.N,0.05461959534189814,0.05488916784442157
2021-02-24,AMD.OQ,0.05049864011681949,0.050747873834226374
2021-02-24,NTAP.OQ,0.0595935728264863,0.059887694166283645
2021-02-24,TSLA.OQ,0.05451190425219669,0.054780945250296316
2021-02-25,SPY.P,-0.5920721568614667,-0.601943162300571
2021-02-25,NVDA.OQ,0.05440509870297108,0.05531213852740533
2021-02-25,TER.OQ,0.05655459598310697,0.05749747214792249
2021-02-25,GOOG.OQ,0.06301509452542126,0.06406567988667755
2021-02-25,CSCO.OQ,0.05551448533732281,0.05644002081532706
2021-02-25,ORCL.N,0.055126114000424276,0.056045174565642154
2021-02-25,AMD.OQ,0.047873221974091745,0.04867136258755801
2021-02-25,NTAP.OQ,0.05096720123948594,0.05181692456259874
2021-02-25,TSLA.OQ,0.05011874520761179,0.05095432310265739
2021-02-26,SPY.P,-0.5890214358901985,-0.5948259526002515
2021-02-26,NVDA.OQ,0.05606903822370431,0.05662157103398179
2021-02-26,TER.OQ,0.05789148829500732,0.05846198045489002
2021-02-26,GOOG.OQ,0.06318571077263041,0.06380837489259068
2021-02-26,CSCO.OQ,0.05472176970749725,0.055261025848813726
2021-02-26,ORCL.N,0.05445919776674841,0.05499586639065923
2021-02-26,AMD.OQ,0.049087187442725715,0.049570917545570255
2021-02-26,NTAP.OQ,0.052124600516096624,0.05263826283170192
2021-02-26,TSLA.OQ,0.0496250657965672,0.0501140964261882
2021-03-01,SPY.P,-0.6032994294724138,-0.6097550165942693
2021-03-01,NVDA.OQ,0.056589274842914115,0.05719480665027971
2021-03-01,TER.OQ,0.0603177002684692,0.06096312797824442
2021-03-01,GOOG.OQ,0.06457080448845139,0.06526174241005366
2021-03-01,CSCO.OQ,0.05600231034025384,0.05660156135188311
2021-03-01,ORCL.N,0.05586056605526144,0.05645830033649765
2021-03-01,AMD.OQ,0.05017917551980591,0.05071611625511255
2021-03-01,NTAP.OQ,0.05431449986686759,0.05489569051406778
2021-03-01,TSLA.OQ,0.05277888381972142,0.05334364265430289
2021-03-02,SPY.P,-0.598591717922635,-0.6083726345713291
2021-03-02,NVDA.OQ,0.05480881867271168,0.055704388175262784
2021-03-02,TER.OQ,0.05707674920924266,0.05800937642388477
2021-03-02,GOOG.OQ,0.06439491464815601,0.06544711980555311
2021-03-02,CSCO.OQ,0.0555083875247613,0.056415387898183234
2021-03-02,ORCL.N,0.05627422295968534,0.057193736991969106
2021-03-02,AMD.OQ,0.048866466448424156,0.04966493863061031
2021-03-02,NTAP.OQ,0.053057181228245986,0.053924129185710386
2021-03-02,TSLA.OQ,0.050428764123469465,0.05125276406169123
2021-03-03,SPY.P,-0.5906629405754948,-0.602136635437074
2021-03-03,NVDA.OQ,0.05234970412303982,0.0533666030851052
2021-03-03,TER.OQ,0.05468654780307319,0.05574884021964884
2021-03-03,GOOG.OQ,0.06287084624374713,0.06409211958923106
2021-03-03,CSCO.OQ,0.05503885595939088,0.05610799200200965
2021-03-03,ORCL.N,0.05648527240075618,0.057582505247408114
2021-03-03,AMD.OQ,0.04696710420798882,0.047879445553950704
2021-03-03,NTAP.OQ,0.05312379413625826,0.05415572988495259
2021-03-03,TSLA.OQ,0.04798681417958961,0.04891896350783333
2021-03-04,SPY.P,-0.5833535989584941,-0.5979494444835106
2021-03-04,NVDA.OQ,0.05057333625629194,0.05183871047357533
2021-03-04,TER.OQ,0.05130155447457278,0.05258514913421138
2021-03-04,GOOG.OQ,0.06356509926411297,0.0651555349300586
2021-03-04,CSCO.OQ,0.05434370533019487,0.055703416369387374
2021-03-04,ORCL.N,0.055387815307330716,0.05677365058397476
2021-03-04,AMD.OQ,0.0451606771230445,0.046290623468228535
2021-03-04,NTAP.OQ,0.05085895526399811,0.05213147583457894
2021-03-04,TSLA.OQ,0.04565359124889004,0.04679587059150614
2021-03-05,TRMB.OQ,0.05861772029112229,0.0603365340038568
2021-03-05,SPY.P,-0.7534927275728699,-0.7755869616400743
2021-03-05,NOW.N,0.0586177202911223,0.06033653400385681
2021-03-05,HPE.N,0.0586177202911223,0.06033653400385681
2021-03-05,TER.OQ,0.0586177202911223,0.06033653400385681
2021-03-05,MPWR.OQ,0.0586177202911223,0.06033653400385681
2021-03-05,AMD.OQ,0.0586177202911223,0.06033653400385681
2021-03-05,WDC.OQ,0.0586177202911223,0.06033653400385681
2021-03-05,NVDA.OQ,0.0586177202911223,0.06033653400385681
2021-03-05,TSLA.OQ,0.0586177202911223,0.06033653400385681
2021-03-08,TRMB.OQ,0.05768043397546359,0.06055191178416577
2021-03-08,SPY.P,-0.749741271457005,-0.787065287156553
2021-03-08,NOW.N,0.055859933261635554,0.05864078194291634
2021-03-08,HPE.N,0.060286697049398166,0.06328792122206887
2021-03-08,TER.OQ,0.053625693189960105,0.05629531575272974
2021-03-08,MPWR.OQ,0.053183990910266016,0.05583162441701131
2021-03-08,AMD.OQ,0.05521353276531063,0.05796220199590419
2021-03-08,WDC.OQ,0.05929801996838425,0.062250025296770393
2021-03-08,NVDA.OQ,0.05453355420817154,0.05724837238733146
2021-03-08,TSLA.OQ,0.05519153194065923,0.05793910591458765
2021-03-09,TRMB.OQ,0.058368883216209956,0.05993734173255633
2021-03-09,SPY.P,-0.7604456881221803,-0.7808799923273168
2021-03-09,NOW.N,0.05885726617448906,0.06043884826572574
2021-03-09,HPE.N,0.06097871180280829,0.06261730028648146
2021-03-09,TER.OQ,0.058329520788382494,0.059896921577876
2021-03-09,MPWR.OQ,0.057024225446765935,0.058556551013262244
2021-03-09,AMD.OQ,0.05862518561468008,0.06020053135684765
2021-03-09,WDC.OQ,0.05970275521942185,0.06130705685607266
2021-03-09,NVDA.OQ,0.05891289037083795,0.06049596716678151
2021-03-09,TSLA.OQ,0.0660318154255718,0.06780618830281897
2021-03-10,TRMB.OQ,0.05878361167446246,0.06106523498106862
2021-03-10,SPY.P,-0.765179200812711,-0.794878816888921
2021-03-10,NOW.N,0.05705766267861941,0.059272295112382696
2021-03-10,HPE.N,0.06216874049884174,0.06458175397698653
2021-03-10,TER.OQ,0.05604965686487924,0.0582251646260967
2021-03-10,MPWR.OQ,0.056944990896522225,0.05915525009501284
2021-03-10,AMD.OQ,0.057871187939030386,0.06011739648970438
2021-03-10,WDC.OQ,0.057334623431566215,0.05956000580210504
2021-03-10,NVDA.OQ,0.05866820913049555,0.06094535321021421
2021-03-10,TSLA.OQ,0.06549068353157515,0.0680326346920229
2021-03-11,TRMB.OQ,0.06157058691398618,0.06297025505536216
