Date,event,is_return_day,gross_return,spread_cost,net_return,gross_nav,net_nav,turnover,spy_return,stock_gross,spy_weight,net_exposure,cash_weight,active_stock_positions
2021-01-19,HOLD,True,0.00035092056618024614,0.0,0.00035092056618024614,1.0022739679452566,1.0021642368212806,0.0,0.007852009582,0.44547444015641036,-0.5851070379475638,-0.1396325977911535,1.1396325977911534,8
2021-01-20,HOLD,True,-0.004013957522414846,0.0,-0.004013957522414846,0.9982508828121022,0.9981415921441967,0.0,0.013838637264,0.45136934406676965,-0.5955948142914702,-0.1442254702247006,1.1442254702247006,8
2021-01-21,HOLD,True,0.0034044363993450677,0.0,0.0034044363993450677,1.001649364453226,1.0015397017121928,0.0,0.000911719503,0.45377195810302184,-0.5941152022795008,-0.14034324417647887,1.140343244176479,8
2021-01-22,HOLD,True,0.00029190628965225507,0.0,0.00029190628965225507,1.001941752202736,1.001832057450459,0.0,-0.003539454508,0.45182912889712146,-0.5918395968477361,-0.1400104679506147,1.140010467950615,8
2021-01-25,HOLD,True,0.0031359321763659853,0.0,0.0031359321763659853,1.005083773582313,1.0049737348347327,0.0,0.0039437944,0.4558695786812209,-0.592316227020585,-0.13644664833936407,1.136446648339364,8
2021-01-26,HOLD,True,0.0012679443060552575,0.0,0.0012679443060552575,1.0063581638301353,1.0062479855595514,0.0,-0.001560914696,0.45563524776579767,-0.5906427697802937,-0.13500752201449603,1.135007522014496,8
2021-01-27,HOLD,True,0.005128040942756318,0.0,0.005128040942756318,1.0115188096973333,1.011408066428067,0.0,-0.024440449204,0.44405060441592825,-0.573267456181321,-0.12921685176539277,1.1292168517653927,8
2021-01-28,HOLD,True,-0.013538959210319668,0.0,-0.013538959210319668,0.99782389779237,0.997714653871709,0.0,0.008600197644,0.4414182016585894,-0.5861333045089095,-0.1447151028503201,1.14471510285032,8
2021-01-29,HOLD,True,0.001141485727600866,0.0,0.001141485727600866,0.9989628995303591,0.9988535309093218,0.0,-0.0200195959009999,0.4303343150071268,-0.5737442317566799,-0.14340991674955303,1.143409916749553,8
2021-02-01,HOLD,True,0.0015245099424516795,0.0,0.0015245099424516795,1.0004858284028335,1.000376293048246,0.0,0.0166454995,0.44073717606549234,-0.5824066064174805,-0.14166943035198828,1.1416694303519883,8
2021-02-02,HOLD,True,-0.0007556409735322012,0.0,-0.0007556409735322012,0.999729820317454,0.9996203677322686,0.0,0.014140286527,0.4485558785826967,-0.5910886535130259,-0.14253277493032915,1.1425327749303291,8
2021-02-03,REBALANCE,True,0.0025641273846277457,0.0,0.0025641273846277457,1.002293254926959,1.0021835216914026,0.0,0.000786266544,0.4504297998155604,-0.5900404678242345,-0.13961066800867403,1.139610668008674,8
2021-02-04,HOLD,True,-0.0015397711457055818,0.0,-0.0015397711457055818,1.000749952693487,1.0006403884220005,0.0,0.0113657195229999,0.45629885895119643,-0.5976669726479689,-0.1413681136967725,1.1413681136967726,8
2021-02-05,HOLD,True,0.0005272240062197397,0.0,0.0005272240062197397,1.0012775720927705,1.0011679500563697,0.0,0.003935886481,0.4589364699908924,-0.5997031441115731,-0.14076667412068072,1.1407666741206808,8
2021-02-08,HOLD,True,0.005788665397490789,0.0,0.005788665397490789,1.0070736329276275,1.0069633763259378,0.0,0.007221892652,0.4663565451225795,-0.6005577082166635,-0.13420116309408409,1.1342011630940843,8
2021-02-09,HOLD,True,-0.0022576970407036656,0.0,-0.0022576970407036656,1.004799965766796,1.0046899580911097,0.0,-0.00066579601,0.4647482599270799,-0.6015158999580297,-0.13676764003094974,1.1367676400309497,8
2021-02-10,HOLD,True,-0.0023612256845786384,0.0,-0.0023612256845786384,1.0024274062797638,1.0023176583570268,0.0,-0.0004356181929999,0.4632187670233754,-0.6026769249232609,-0.13945815789988547,1.1394581578998857,8
2021-02-11,HOLD,True,0.004822648801382945,0.0,0.004822648801382945,1.0072617616091324,1.0071514844107072,0.0,0.001615053322,0.46676373363390966,-0.6007530592717271,-0.13398932563781735,1.1339893256378173,8
2021-02-12,HOLD,True,0.0009135371741999521,0.0,0.0009135371741999521,1.0081819326725125,1.0080715547317671,0.0,0.004939725116,0.47021526665754,-0.6031695963984682,-0.13295432974092813,1.1329543297409281,8
2021-02-16,HOLD,True,-0.0022312443345867683,0.0,-0.0022312443345867683,1.0059324324470043,1.0058223007864138,0.0,-0.00086593317,0.4685070715113197,-0.6039949521529214,-0.13548788064160178,1.1354878806416018,8
2021-02-17,HOLD,True,-0.0052051451680604766,0.0,-0.0052051451680604766,1.0006964081068574,1.0005868496975479,0.0,0.000229416263,0.4658653895896423,-0.6072945748395308,-0.14142918524988843,1.1414291852498883,8
2021-02-18,HOLD,True,-0.0008822325150031896,0.0,-0.0008822325150031896,0.9998135611979787,0.9997040994446601,0.0,-0.004255969826,0.46280683292480046,-0.6052439133133529,-0.14243708038855246,1.1424370803885524,8
2021-02-19,HOLD,True,0.004943707856066348,0.0,0.004943707856066348,1.004756347355075,1.0046463444548264,0.0,-0.001765970516,0.46438590960540405,-0.6012028989130069,-0.13681698930760292,1.1368169893076028,8
2021-02-22,HOLD,True,-0.008452595229109794,0.0,-0.008452595229109794,0.9962635486470036,0.9961544755567449,0.0,-0.007691716022,0.45515628424294363,-0.6016642412379791,-0.14650795699503552,1.1465079569950356,8
2021-02-23,HOLD,True,-0.005437397242002984,0.0,-0.005437397242002984,0.9908464679752823,0.9907379879587437,0.0,0.001214376147,0.452912197236124,-0.6056882555915082,-0.1527760583553842,1.152776058355384,8
2021-02-24,HOLD,True,0.004391470933108765,0.0,0.004391470933108765,0.9951977414385692,0.9950887850351912,0.0,0.011019354839,0.46194932494633956,-0.6096851348536279,-0.1477358099072883,1.1477358099072883,8
2021-02-25,HOLD,True,-0.011544047603542329,0.0,-0.011544047603542329,0.9837091313364645,0.9836014327309938,0.0,-0.024095770478,0.4408030961957888,-0.601943162300571,-0.16114006610478226,1.1611400661047822,8
2021-02-26,HOLD,True,0.0067509280698918595,0.0,0.0067509280698918595,0.9903500809238128,0.9902416552528033,0.0,-0.005152616849,0.4414720954243958,-0.5948259526002515,-0.15335385717585565,1.1533538571758557,8
2021-03-01,HOLD,True,-0.0008370046816864596,0.0,-0.0008370046816864596,0.989521153269571,0.9894128183513557,0.0,0.024240193501,0.45543498815044176,-0.6097550165942693,-0.1543200284438276,1.1543200284438275,8
2021-03-02,HOLD,True,-0.00554874440217723,0.0,-0.00554874440217723,0.9840305533095305,0.9839228195140862,0.0,-0.007803275322,0.4476118411728649,-0.6083726345713291,-0.1607607933984642,1.1607607933984643,8
2021-03-03,HOLD,True,-0.003026445118107013,0.0,-0.003026445118107013,0.9810524388453987,0.9809450311003737,0.0,-0.0132457184249999,0.4378521990901395,-0.602136635437074,-0.16428443634693443,1.1642844363469345,8
2021-03-04,HOLD,True,-0.005458881995049625,0.0,-0.005458881995049625,0.9756969893507861,0.9755901679319664,0.0,-0.012374809921,0.42727443138552107,-0.5979494444835106,-0.17067501309798958,1.1706750130979895,8
2021-03-05,REBALANCE,True,-0.0039714057506546885,0.0002028173663661546,-0.0041792977252079755,0.9718221007163819,0.9715128861623931,0.374165154742723,0.018396602071,0.5430288060347113,-0.7755869616400743,-0.2325581556053631,1.232558155605363,9
2021-03-08,HOLD,True,-0.019489848775738783,0.0,-0.019489848775738783,0.9528814349364988,0.9525782469274064,0.0,-0.004978755572,0.5300072607134858,-0.787065287156553,-0.25705802644306724,1.2570580264430673,9
2021-03-09,HOLD,True,0.022311500596719602,0.0,0.022311500596719602,0.9741416496406875,0.9738316970521494,0.0,0.0142774808759999,0.5512567065584226,-0.7808799923273168,-0.22962328576889413,1.2296232857688942,9
2021-03-10,HOLD,True,-0.011496237119406727,0.0,-0.011496237119406727,0.9629426862485281,0.9626362969484437,0.0,0.006224655836,0.5509550889855939,-0.794878816888921,-0.24392372790332711,1.2439237279033273,9
2021-03-11,HOLD,True,0.015723751496502736,0.0,0.015723751496502736,0.9780837577524747,0.9777725508631746,0.0,0.0101391241849999,0.5658410711296024,-0.7905084337570975,-0.224667362627495,1.224667362627495,9
2021-03-12,HOLD,True,-0.00506155735203373,0.0,-0.00506155735203373,0.9731331307175178,0.9728234990197363,0.0,0.001346784235,0.5647024318192734,-0.7956000533526415,-0.23089762153336812,1.230897621533368,9
2021-03-15,HOLD,True,0.007384553308531716,0.0,0.007384553308531716,0.9803192841975997,0.98000736600804,0.0,0.005963558849,0.5726031742017141,-0.7944777974434116,-0.22187462324169757,1.2218746232416977,9
2021-03-16,HOLD,True,-0.0012739603649504216,0.0,-0.0012739603649504216,0.9790703962845354,0.9787588754663863,0.0,-0.00126132035,0.5710546237801425,-0.7944878524643472,-0.22343322868420465,1.2234332286842047,9
2021-03-17,HOLD,True,0.003398212012377,0.0,0.003398212012377,0.9823974850661522,0.9820849056342167,0.0,0.003409865879,0.5752072566029232,-0.7944970799628173,-0.2192898233598941,1.219289823359894,9
2021-03-18,HOLD,True,-0.013112513372920631,0.0,-0.013112513372920631,0.9695157849056987,0.9692073041757445,0.0,-0.014549665207,0.5578498908626229,-0.7933400960602838,-0.23549020519766084,1.2354902051976608,9
2021-03-19,HOLD,True,0.006268377521765345,0.0,0.006268377521765345,0.9755930758587983,0.9752826614551706,0.0,-0.0018448247679999,0.5591497333061715,-0.786943662635862,-0.2277939293296906,1.2277939293296907,9
2021-03-22,HOLD,True,0.0010247303298709376,0.0,0.0010247303298709376,0.9765927956732429,0.9762820631785609,0.0,0.007985005649,0.5658783405290774,-0.7924154001330811,-0.22653705960400378,1.2265370596040037,9
2021-03-23,HOLD,True,-0.01064304118838888,0.0,-0.01064304118838888,0.9661988783246087,0.9658914529686662,0.0,-0.0078708066939999,0.5549042193672286,-0.7946357931738018,-0.23973157380657328,1.2397315738065733,9
2021-03-24,HOLD,True,-0.006944216201604125,0.0,-0.006944216201604125,0.9594893844197753,0.9591840938919702,0.0,-0.005083440308,0.5477240336529258,-0.7961247720934725,-0.24840073844054672,1.2484007384405467,9
2021-03-25,HOLD,True,-0.00021649260915423962,0.0,-0.00021649260915423962,0.9592816620594864,0.9589764376248243,0.0,0.005625516102,0.5521056805676996,-0.8007767470654077,-0.24867106649770818,1.248671066497708,9
2021-03-26,HOLD,True,0.005480767498155625,0.0,0.005480767498155625,0.9645392618144787,0.9642323645156554,0.0,0.0161149602259999,0.5673812487873033,-0.8092459436284196,-0.24186469484111622,1.241864694841116,9
2021-03-29,HOLD,True,-0.008579368144435051,0.0,-0.008579368144435051,0.9562641243976107,0.9559598600836965,0.0,-0.000505076014,0.563225266839781,-0.8158365752375238,-0.2526113083977429,1.2526113083977428,9
2021-03-30,HOLD,True,0.006543202987055574,0.0,0.006543202987055574,0.9625211546727832,0.9622148994957014,0.0,-0.002652989034,0.5639142588760742,-0.8083827572777784,-0.2444684984017043,1.2444684984017043,9
2021-03-31,HOLD,True,0.013352206950137058,0.0,0.013352206950137058,0.9753729363238591,0.9750625919642733,0.0,0.004053403592,0.572893771204702,-0.8009648109344646,-0.22807103972976264,1.2280710397297625,9
2021-04-01,HOLD,True,0.008569485445433456,0.0,0.008569485445433456,0.9837313805055561,0.9834183766544977,0.0,0.010799081573,0.585098944094959,-0.8027354653777604,-0.2176365212828014,1.2176365212828013,9
2021-04-05,HOLD,True,0.0012728577613621006,0.0,0.0012728577613621006,0.984983530628328,0.9846701283678885,0.0,0.014353111505,0.5971334875057652,-0.8132221009584294,-0.21608861345266409,1.216088613452664,9
2021-04-06,REBALANCE,True,-0.0014192400325849786,0.0,-0.0014192400325849786,0.9835856025702234,0.9832726451028182,0.0,-0.000590609312,0.5960799314289346,-0.8138969195034361,-0.21781698807450156,1.2178169880745016,9
2021-04-07,HOLD,True,-0.0047324370683270445,0.0,-0.0047324370683270445,0.9789308456047473,0.9786193691888616,0.0,0.0011572934109999,0.5951057122349357,-0.8187133464346117,-0.22360763419967608,1.223607634199676,9
2021-04-08,HOLD,True,0.003341343918841,0.0,0.003341343918841,0.9822017902326746,0.9818892730669608,0.0,0.004746796527,0.6003274214442847,-0.8198601772864003,-0.2195327558421155,1.2195327558421156,9
2021-04-09,HOLD,True,-0.006477594260252739,0.0,-0.006477594260252739,0.9758394855538535,0.9755289927475386,0.0,0.0072701458919999,0.6037209899029343,-0.8312048884005104,-0.22748389849757616,1.227483898497576,9
2021-04-12,HOLD,True,0.0014188532318148983,0.0,0.0014188532318148983,0.9772240585616642,0.9769131252116277,0.0,0.000364528907,0.6045850239291023,-0.8303297705315812,-0.22574474660247895,1.225744746602479,9
2021-04-13,HOLD,True,0.006498523839504111,0.0,0.006498523839504111,0.9835745724027641,0.9832616184449399,0.0,0.002963754737,0.6095830515665287,-0.8274136966891994,-0.21783064512267064,1.2178306451226706,9
2021-04-14,HOLD,True,-0.006441330732540829,0.0,-0.006441330732540829,0.9772390432818006,0.9769281051639226,0.0,-0.003415201279,0.6042078390412513,-0.8299337904041084,-0.22572595136285706,1.2257259513628571,9
2021-04-15,HOLD,True,0.005884615608388932,0.0,0.005884615608388932,0.9829897194090237,0.9826769515398441,0.0,0.0107424960509999,0.6153867009301591,-0.8339419232122909,-0.21855522228213173,1.2185552222821316,9
2021-04-16,HOLD,True,-0.005616022836500312,0.0,-0.005616022836500312,0.9774692266967776,0.9771582153390939,0.0,0.003342390651,0.6160176067283533,-0.8414549129066818,-0.22543730617832858,1.2254373061783286,9
2021-04-19,HOLD,True,-0.00737496703769569,0.0,-0.00737496703769569,0.970260423369527,0.9699517057103545,0.0,-0.004913003882,0.608999922793581,-0.8435419356231783,-0.23454201282959738,1.2345420128295974,9
2021-04-20,HOLD,True,-0.0013516907001057676,0.0,-0.0013516907001057676,0.9689489313785777,0.968640631010194,0.0,-0.007321596301,0.6022862633188076,-0.8384992537509219,-0.23621299043211438,1.2362129904321144,9
2021-04-21,HOLD,True,0.0071571692117564645,0.0,0.0071571692117564645,0.9758838628380048,0.9755733559117165,0.0,0.0094621151469999,0.6129901348996146,-0.8404182148681332,-0.2274280799685185,1.2274280799685184,9
2021-04-22,HOLD,True,-0.004320057339723848,0.0,-0.004320057339723848,0.9716679885936333,0.971358823075071,0.0,-0.009133078569,0.6036020675147209,-0.8363557139214702,-0.2327536464067493,1.2327536464067492,9
2021-04-23,HOLD,True,0.006014919753799974,0.0,0.006014919753799974,0.9775124935723603,0.9772014684480133,0.0,0.0108424091009999,0.6149860065934469,-0.8403690721929498,-0.22538306559950275,1.2253830655995028,9
2021-04-26,HOLD,True,0.009044003580931603,0.0,0.009044003580931603,0.986353120064634,0.9860392820279487,0.0,0.002087632577,0.6201755223809722,-0.834575549783959,-0.21440002740298686,1.214400027402987,9
2021-04-27,HOLD,True,-0.004633407669559442,0.0,-0.004633407669559442,0.9817829439532327,0.9814705600561134,0.0,-0.000215512081,0.6182267501636621,-0.8382797806353055,-0.22005303047164343,1.2200530304716435,9
2021-04-28,HOLD,True,-0.005863366436281492,0.0,-0.005863366436281492,0.9760263907919438,0.975715838516082,0.0,-0.000287411381,0.6157327191370725,-0.8429815592668986,-0.22724884012982607,1.227248840129826,9
2021-04-29,HOLD,True,-0.013852287984385647,0.0,-0.013852287984385647,0.9625061921463333,0.9621999417300309,0.0,0.0063727839,0.6157825679282872,-0.8602704120682066,-0.24448784413991945,1.2444878441399194,9
2021-04-30,HOLD,True,-0.002409056232419604,0.0,-0.002409056232419604,0.9601874606054007,0.9598819479635724,0.0,-0.0065704899299999,0.6091886834107867,-0.8566818086389377,-0.24749312522815095,1.247493125228151,9
2021-05-03,HOLD,True,-0.012837885092729984,0.0,-0.012837885092729984,0.9478606843186684,0.9475590938130303,0.0,0.002156721783,0.6059778972494712,-0.8696944706365437,-0.2637165733870726,1.2637165733870726,9
2021-05-04,HOLD,True,-0.0074957591698839865,0.0,-0.0074957591698839865,0.9407557489024143,0.9404564190465743,0.0,-0.006169296987,0.5975961715853269,-0.8708568000035174,-0.2732606284181906,1.2732606284181904,9
2021-05-05,REBALANCE,True,0.003096541814846532,9.63954063625844e-05,0.0029940432785928728,0.9436688384164479,0.9432721862668303,0.3127508732916072,0.000312785718,0.6656931344543311,-0.9065454608236428,-0.2408523263693118,1.2408523263693116,9
2021-05-06,HOLD,True,-0.004053160638038067,0.0,-0.004053160638038067,0.9398439970252352,0.9394489525704974,0.0,0.00798556825,0.6716013626730671,-0.9175035306685445,-0.24590216799547734,1.2459021679954774,9
2021-05-07,HOLD,True,0.004821609542336791,0.0,0.004821609542336791,0.9443755578096,0.9439786086047497,0.0,0.007278020378,0.6798227417895863,-0.9197464816491867,-0.2399237398596003,1.2399237398596004,9
2021-05-10,HOLD,True,-0.009025856565825219,0.0,-0.009025856565825219,0.9358517594805394,0.935458393082276,0.0,-0.009902397423,0.6677158979557346,-0.9189329434002326,-0.251217045444498,1.251217045444498,9
2021-05-11,HOLD,True,0.003732147255766982,0.0,0.003732147255766982,0.9393444960564894,0.9389496615569021,0.0,-0.008924726037,0.6607806896078965,-0.9073453720935198,-0.24656468248562338,1.2465646824856234,9
2021-05-12,HOLD,True,-0.0038397125603994997,0.0,-0.0038397125603994997,0.9357376831964391,0.9353443647478392,0.0,-0.021245262065,0.6401220715923875,-0.8914916535796692,-0.2513695819872817,1.2513695819872817,9
2021-05-13,HOLD,True,-0.0024922705189521777,0.0,-0.0024922705189521777,0.933405571755136,0.9330132335625101,0.0,0.012012530525,0.6499587447930267,-0.9044548704905241,-0.25449612569749736,1.2544961256974974,9
2021-05-14,HOLD,True,0.014307425644351612,0.0,0.014307425644351612,0.9467602025690461,0.9463622510269017,0.0,0.015355367066,0.6685886249305389,-0.9053893166937514,-0.23680069176321258,1.2368006917632126,9
2021-05-17,HOLD,True,0.012403749788207463,0.0,0.012403749788207463,0.9585035792311452,0.9581006915976442,0.0,-0.002544529262,0.6703734406859881,-0.8920211203019008,-0.22164767961591264,1.2216476796159126,9
2021-05-18,HOLD,True,-0.002785590151398676,0.0,-0.002785590151398676,0.9558335811007584,0.9554318157470816,0.0,-0.008615710435,0.6617458074641657,-0.8868060026947832,-0.2250601952306175,1.2250601952306175,9
2021-05-19,HOLD,True,-0.0004920269986375958,0.0,-0.0004920269986375958,0.9553632851726525,0.9549617174983767,0.0,-0.00262174103,0.659253175143721,-0.884916429786861,-0.22566325464314002,1.22566325464314,9
2021-05-20,HOLD,True,0.0013448665624189449,0.0,0.0013448665624189449,0.9566481213098439,0.9562460135806303,0.0,0.010757922407,0.6692178952242072,-0.8932350101776179,-0.22401711495341065,1.2240171149534107,9
2021-05-21,HOLD,True,-0.0037878132855465596,0.0,-0.0037878132855465596,0.9530245168463533,0.9526239322261387,0.0,-0.000818724716,0.6672260962303966,-0.8958971878682802,-0.22867109163788363,1.2286710916378836,9
2021-05-24,HOLD,True,0.00570855882209198,0.0,0.00570855882209198,0.9584649133596664,0.9580620419785842,0.0,0.0101942449509999,0.6781961279472281,-0.8998930906109746,-0.22169696266374644,1.2216969626637464,9
2021-05-25,HOLD,True,-0.0023687237457997723,0.0,-0.0023687237457997723,0.9561945747598755,0.9557926576698001,0.0,-0.002218670229,0.6754307470411667,-0.9000284433472049,-0.2245976963060382,1.2245976963060383,9
2021-05-26,HOLD,True,0.005551111307686041,0.0,0.005551111307686041,0.9615025172761731,0.9610983690995942,0.0,0.001984506503,0.6789987728815126,-0.8968361185272147,-0.21783734564570206,1.2178373456457021,9
2021-05-27,HOLD,True,-0.0012265191986425839,0.0,-0.0012265191986425839,0.9603232159791907,0.9599195634981095,0.0,0.000524971962,0.6790759672107265,-0.8984088480443071,-0.2193328808335807,1.2193328808335806,9
2021-05-28,HOLD,True,-0.0004624527220257191,0.0,-0.0004624527220257191,0.9598791118939366,0.959475646083044,0.0,0.001788738105,0.6805352480069419,-0.9004322735405718,-0.2198970255336298,1.2198970255336299,9
2021-06-01,HOLD,True,0.0025165068899610787,0.0,0.0025165068899610787,0.9622946542925475,0.9618901731571619,0.0,-0.000880868489,0.6805459937983336,-0.8973808460423466,-0.216834852244013,1.216834852244013,9
2021-06-02,HOLD,True,0.002409781448840187,0.0,0.002409781448840187,0.9646135740987797,0.9642081182522577,0.0,0.001572664236,0.6827218435764476,-0.8966314389968473,-0.2139095954203997,1.2139095954203998,9
2021-06-03,HOLD,True,0.001870068086336385,0.0,0.001870068086336385,0.9664174671593487,0.9660112530827878,0.0,-0.003711369638,0.6799925485995323,-0.8916362877313723,-0.21164373913183993,1.21164373913184,9
2021-06-04,REBALANCE,True,0.00553171787615625,0.00013596247263853838,0.005390971614449125,0.9717634159382638,0.9712189923273955,0.5,0.0091458318409999,0.6057702851895161,-0.9901835158875475,-0.38441323069803146,1.3844132306980315,14
2021-06-07,HOLD,True,0.001242628553143721,0.0,0.001242628553143721,0.9729709569058091,0.972425856778617,0.0,-0.000970184572,0.6053000897972945,-0.9879951441405083,-0.38269505434321377,1.382695054343214,14
2021-06-08,HOLD,True,-0.00038210163143048703,0.0,-0.00038210163143048703,0.9725991831158409,0.9720542912722967,0.0,0.000213174163,0.6053599122138238,-0.9885834985460082,-0.3832235863321845,1.3832235863321847,14
2021-06-09,HOLD,True,0.0011180908093826325,0.0,0.0011180908093826325,0.9736866373236958,0.9731411362415893,0.0,-0.001491901108,0.6043274412484575,-0.986006185275426,-0.3816787440269686,1.3816787440269687,14
2021-06-10,HOLD,True,0.003433673585388819,0.0,0.003433673585388819,0.9770299594107202,0.9764825852559573,0.0,0.004648405075,0.6102490748606052,-0.9871998194873672,-0.3769507446267621,1.3769507446267621,14
2021-06-11,HOLD,True,-0.0005102876948106516,0.0,-0.0005102876948106516,0.9765313930449716,0.9759842982085043,0.0,0.001652463351,0.6116822326040433,-0.9893359769842726,-0.37765374438022914,1.3776537443802293,14
2021-06-14,HOLD,True,0.003044280896671081,0.0,0.003044280896671081,0.979504228909818,0.9789554685629913,0.0,0.002238929085,0.6150691234118864,-0.988541631673113,-0.3734725082612268,1.3734725082612267,14
2021-06-15,HOLD,True,-0.002785058913097105,0.0,-0.002785058913097105,0.9767762519266764,0.9762290199097448,0.0,-0.0018341720359999,0.612175854902632,-0.9894842481806412,-0.3773083932780092,1.3773083932780092,14
2021-06-16,HOLD,True,0.003925424180782011,0.0,0.003925424180782011,0.980610513045203,0.9800611329104797,0.0,-0.005583301922,0.6081892888378617,-0.9801123023444805,-0.3719230135066188,1.3719230135066187,14
2021-06-17,HOLD,True,0.004347355183743407,0.0,0.004347355183743407,0.9848735752423233,0.9843218067570235,0.0,-0.000331667101,0.6095615922676764,-0.9755461855716814,-0.365984593304005,1.365984593304005,14
2021-06-18,HOLD,True,0.006315964545786201,0.0,0.006315964545786201,0.9910940018256356,0.990538748390145,0.0,-0.013446749769,0.5989765169233315,-0.9563877490114163,-0.35741123208808484,1.357411232088085,14
2021-06-21,HOLD,True,-0.00953410719685277,0.0,-0.00953410719685277,0.9816448053700721,0.981094845780357,0.0,0.014316012725,0.6089397659160302,-0.9794172775105329,-0.37047751159450276,1.370477511594503,14
2021-06-22,HOLD,True,-0.0023202260155612553,0.0,-0.0023202260155612553,0.979367167554612,0.9788184839954444,0.0,0.005346195885,0.6132786415781714,-0.9869433658024782,-0.3736647242243069,1.3736647242243067,14
2021-06-23,HOLD,True,0.004439401648051788,0.0,0.004439401648051788,0.9837149717723017,0.9831638523864373,0.0,-0.001205360308,0.6138035005947208,-0.9813969283021982,-0.36759342770747744,1.3675934277074775,14
2021-06-24,HOLD,True,0.0011550200451801995,0.0,0.0011550200451801995,0.9848511822834426,0.9842994263436403,0.0,0.005915759584,0.6200480609848003,-0.9860637132319023,-0.36601565224710203,1.366015652247102,14
2021-06-25,HOLD,True,-0.006517122319876667,0.0,-0.006517122319876667,0.9784327866616263,0.9778846265827744,0.0,0.003552105387,0.6210812030635613,-0.9960577456255005,-0.37497654256193924,1.3749765425619391,14
2021-06-28,HOLD,True,0.007092232228425255,0.0,0.007092232228425255,0.9853720592045357,0.9848200114471064,0.0,0.002015892736,0.625743462911641,-0.9910370264609145,-0.3652935635492735,1.3652935635492736,14
2021-06-29,HOLD,True,-0.0005250796810815084,0.0,-0.0005250796810815084,0.984854660357942,0.9843029024695731,0.0,0.000538049454,0.6260803522332227,-0.9920911803124578,-0.36601082807923513,1.3660108280792351,14
2021-06-30,HOLD,True,-0.0036730420105974826,0.0,-0.0036730420105974826,0.9812372478161145,0.9806875165576493,0.0,0.00084171148,0.6255399994556103,-0.9965867398106624,-0.37104674035505203,1.371046740355052,14
2021-07-01,HOLD,True,-0.0072410537069854675,0.0,-0.0072410537069854675,0.9741320562053835,0.9735863055804852,0.0,0.005536607018,0.6283666918496708,-1.0094136675274754,-0.38104697567780477,1.3810469756778048,14
2021-07-02,HOLD,True,0.00012387505343269822,0.0,0.00012387505343269822,0.9742527268658964,0.9737069086361103,0.0,0.007643519271,0.6361272394274864,-1.0170031590269668,-0.38087591959948053,1.3808759195994804,14
2021-07-06,REBALANCE,True,0.0027342175290652193,9.060852312731196e-05,0.002641162296198152,0.9769165457494327,0.9762786266107476,0.39579039504411495,-0.001821451628,0.5789225159060681,-1.0000928101063136,-0.4211702942002455,1.4211702942002455,9
2021-07-07,HOLD,True,-0.008399966572976592,0.0,-0.008399966572976592,0.9687104794205497,0.9680779187813058,0.0,0.0035340586239999,0.578919843285479,-1.0121290468880686,-0.4332092036025897,1.4332092036025896,9
2021-07-08,HOLD,True,0.004438073036121315,0.0,0.004438073036121315,0.9730096872790741,0.9723743192895136,0.0,-0.00814804585,0.5725699352505105,-0.9994465561958109,-0.42687662094530043,1.4268766209453005,9
