Instrument,p_up,beta,group,eligible,reason_codes,rank,formation_session
EQIX.OQ,0.5101023819842584,0.5996030321103634,data_center_power_cooling,True,OK,29.0,2021-07-06
ETN.N,0.5075454439732505,0.8956124332149606,data_center_power_cooling,True,OK,30.0,2021-07-06
AMZN.OQ,0.5057133874420202,1.060456286939548,cloud_software,True,OK,31.0,2021-07-06
CDNS.OQ,0.5040951328561996,1.697005641098959,cloud_software,True,OK,32.0,2021-07-06
HON.OQ,0.5037527991542214,0.8526467128626048,robotics_autonomy,True,OK,33.0,2021-07-06
TT.N,0.503065425902459,1.0599134003820156,data_center_power_cooling,True,OK,34.0,2021-07-06
STX.OQ,0.5001160586787099,0.9450085112963904,memory_hbm_storage,True,OK,35.0,2021-07-06
SNPS.OQ,0.4994952656421381,1.7986920153234949,cloud_software,True,OK,36.0,2021-07-06
ISRG.OQ,0.49784203832607454,1.4241272044872844,robotics_autonomy,True,OK,37.0,2021-07-06
NOW.N,0.49677685854331755,1.5168942238176018,cloud_software,True,OK,38.0,2021-07-06
MSFT.OQ,0.4967125852784844,1.1809564700085722,cloud_software,True,OK,39.0,2021-07-06
ORCL.N,0.4579980527391191,0.5610503232896332,cloud_software,True,OK,40.0,2021-07-06
MPWR.OQ,0.45622274375749877,2.4200010058626664,ai_semiconductor,True,OK,41.0,2021-07-06
AMD.OQ,0.44560968318044586,1.6218032564364002,gpu_accelerator,True,OK,42.0,2021-07-06
ZBRA.OQ,0.43139980477376294,1.1835397191761214,robotics_autonomy,True,OK,43.0,2021-07-06
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-07-06
NVDA.OQ,0.6140026834134983,1.930298044117926,gpu_accelerator,True,OK,1.0,2021-08-04
META.OQ,0.5594546803939763,1.3436437160762342,cloud_software,True,OK,2.0,2021-08-04
AMZN.OQ,0.5561465555186699,0.97961327004331,cloud_software,True,OK,3.0,2021-08-04
ANET.N,0.5549475848253287,1.3791691479458918,server_network,True,OK,4.0,2021-08-04
NOW.N,0.5505617913704517,1.3123468691815885,cloud_software,True,OK,5.0,2021-08-04
GOOG.OQ,0.5438884997074271,1.1822448963667822,cloud_software,True,OK,6.0,2021-08-04
AVGO.OQ,0.5360526716005335,1.7985207341794964,gpu_accelerator,True,OK,7.0,2021-08-04
MSFT.OQ,0.5342655286704691,1.1559204342232527,cloud_software,True,OK,8.0,2021-08-04
TXN.OQ,0.5214203810206967,1.7712836163285892,ai_semiconductor,True,OK,9.0,2021-08-04
TER.OQ,0.5155089164591623,2.62502102148974,robotics_autonomy,True,OK,10.0,2021-08-04
INTC.OQ,0.5110594987304545,1.5907712061464274,gpu_accelerator,True,OK,11.0,2021-08-04
QCOM.OQ,0.5084166275500723,1.698158201960307,ai_semiconductor,True,OK,12.0,2021-08-04
AMT.N,0.5019183155699847,0.6101785045215155,data_center_power_cooling,True,OK,13.0,2021-08-04
CSCO.OQ,0.49866670828120935,1.0536256902114969,server_network,True,OK,14.0,2021-08-04
SNPS.OQ,0.4982329964948855,1.7320909970174667,cloud_software,True,OK,15.0,2021-08-04
TSLA.OQ,0.48685725410962144,2.222955460210224,robotics_autonomy,True,OK,16.0,2021-08-04
ISRG.OQ,0.4867755817907821,1.4153762980001572,robotics_autonomy,True,OK,17.0,2021-08-04
CDNS.OQ,0.4854003369736019,1.6719916452190229,cloud_software,True,OK,18.0,2021-08-04
ADI.OQ,0.48227350311849587,1.6870813655181087,ai_semiconductor,True,OK,19.0,2021-08-04
ZBRA.OQ,0.4711302138616472,1.3515671137722185,robotics_autonomy,True,OK,20.0,2021-08-04
TRMB.OQ,0.4645479430933164,1.630553292898719,robotics_autonomy,True,OK,21.0,2021-08-04
NTAP.OQ,0.4638806203444205,1.818781194154008,memory_hbm_storage,True,OK,22.0,2021-08-04
EQIX.OQ,0.4567719634706606,0.4418931972204365,data_center_power_cooling,True,OK,23.0,2021-08-04
DLR.N,0.45623636280299745,0.2857230458777365,data_center_power_cooling,True,OK,24.0,2021-08-04
NXPI.OQ,0.4550986929434018,2.3087539973570053,ai_semiconductor,True,OK,25.0,2021-08-04
IBM.N,0.44224128925149436,0.6355942733905141,cloud_software,True,OK,26.0,2021-08-04
HON.OQ,0.43793682498811987,0.9300705187181806,robotics_autonomy,True,OK,27.0,2021-08-04
ORCL.N,0.43724500952521805,0.6702489610336023,cloud_software,True,OK,28.0,2021-08-04
JCI.N,0.4343773567646772,0.8780674911571037,data_center_power_cooling,True,OK,29.0,2021-08-04
MPWR.OQ,0.42341125825181675,2.29128577419581,ai_semiconductor,True,OK,30.0,2021-08-04
APTV.N,0.4181216988881901,1.4954847477045945,robotics_autonomy,True,OK,31.0,2021-08-04
WDC.OQ,0.4128790947102489,2.326134147973693,memory_hbm_storage,True,OK,32.0,2021-08-04
DELL.N,0.4087377525044156,1.168047963080454,server_network,True,OK,33.0,2021-08-04
TT.N,0.3987789252608887,1.072040380591029,data_center_power_cooling,True,OK,34.0,2021-08-04
HPE.N,0.3959654697593888,1.2562824814885574,server_network,True,OK,35.0,2021-08-04
ROK.N,0.3919733446673187,0.9232407720484528,robotics_autonomy,True,OK,36.0,2021-08-04
MU.OQ,0.3838712680665728,2.231136985328543,memory_hbm_storage,True,OK,37.0,2021-08-04
JNPR.N^G25,0.38385619723459413,1.1351024443944713,server_network,True,OK,38.0,2021-08-04
ETN.N,0.36891786257647613,0.90855962691086,data_center_power_cooling,True,OK,39.0,2021-08-04
STX.OQ,0.3661998739402695,1.5918670008875655,memory_hbm_storage,True,OK,40.0,2021-08-04
CARR.N,0.3458715368844426,1.1554409045875516,data_center_power_cooling,True,OK,41.0,2021-08-04
AMD.OQ,0.32437280097606724,1.6234087231505512,gpu_accelerator,True,OK,42.0,2021-08-04
IRM.N,0.47971487262873724,0.7780127876579173,data_center_power_cooling,False,LIQUIDITY_GATE,,2021-08-04
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-08-04
ANET.N,0.5871494329325394,1.3183660799865615,server_network,True,OK,1.0,2021-09-02
WDC.OQ,0.5824938715466184,2.303117941414192,memory_hbm_storage,True,OK,2.0,2021-09-02
NXPI.OQ,0.5734111501838536,2.331304512492173,ai_semiconductor,True,OK,3.0,2021-09-02
TSLA.OQ,0.5674499024277266,1.6825559151472729,robotics_autonomy,True,OK,4.0,2021-09-02
AMD.OQ,0.5665611914920725,1.4547917526724723,gpu_accelerator,True,OK,5.0,2021-09-02
NVDA.OQ,0.5653800981051087,1.9116915907199856,gpu_accelerator,True,OK,6.0,2021-09-02
AVGO.OQ,0.5493617832797745,1.720141691693894,gpu_accelerator,True,OK,7.0,2021-09-02
ADI.OQ,0.5490756803455014,1.537668871665286,ai_semiconductor,True,OK,8.0,2021-09-02
TRMB.OQ,0.543250033880158,1.5260959913165253,robotics_autonomy,True,OK,9.0,2021-09-02
MSFT.OQ,0.5421432380510668,1.2312750892154305,cloud_software,True,OK,10.0,2021-09-02
TXN.OQ,0.5404396654894543,1.634710289963685,ai_semiconductor,True,OK,11.0,2021-09-02
TER.OQ,0.5363883865931118,2.43273312443685,robotics_autonomy,True,OK,12.0,2021-09-02
INTC.OQ,0.528268012026588,1.4726498359687783,gpu_accelerator,True,OK,13.0,2021-09-02
MPWR.OQ,0.5255807343778021,2.008778341345067,ai_semiconductor,True,OK,14.0,2021-09-02
CDNS.OQ,0.5227218846521984,1.5126629075928588,cloud_software,True,OK,15.0,2021-09-02
MU.OQ,0.5210060283382664,2.106838962179987,memory_hbm_storage,True,OK,16.0,2021-09-02
CSCO.OQ,0.5202161798622138,1.0936944525199748,server_network,True,OK,17.0,2021-09-02
QCOM.OQ,0.5186900153178842,1.844512227694179,ai_semiconductor,True,OK,18.0,2021-09-02
ETN.N,0.5160029552965617,1.0248524230650802,data_center_power_cooling,True,OK,19.0,2021-09-02
GOOG.OQ,0.5147869987689927,1.286114215735736,cloud_software,True,OK,20.0,2021-09-02
APTV.N,0.5093975498723857,1.4871146876762027,robotics_autonomy,True,OK,21.0,2021-09-02
CARR.N,0.508478454682908,1.1118508439614807,data_center_power_cooling,True,OK,22.0,2021-09-02
JCI.N,0.5044366068027051,1.0264742970986716,data_center_power_cooling,True,OK,23.0,2021-09-02
DELL.N,0.4980667053173414,1.296132618134478,server_network,True,OK,24.0,2021-09-02
ISRG.OQ,0.495113639381425,1.2792555473794136,robotics_autonomy,True,OK,25.0,2021-09-02
NOW.N,0.4900638320468003,0.9965769140949958,cloud_software,True,OK,26.0,2021-09-02
STX.OQ,0.4846425773557491,1.926564836969104,memory_hbm_storage,True,OK,27.0,2021-09-02
IBM.N,0.4775907548104044,0.7082797018477063,cloud_software,True,OK,28.0,2021-09-02
TT.N,0.475812171992593,1.0700986013725329,data_center_power_cooling,True,OK,29.0,2021-09-02
HON.OQ,0.47557073500133074,0.935725734024898,robotics_autonomy,True,OK,30.0,2021-09-02
META.OQ,0.47205463612338205,1.4888554316041205,cloud_software,True,OK,31.0,2021-09-02
HPE.N,0.4687958869101126,1.4276187538697542,server_network,True,OK,32.0,2021-09-02
ROK.N,0.4637717313847466,0.9351732316863076,robotics_autonomy,True,OK,33.0,2021-09-02
ORCL.N,0.46157543469249734,0.8168840770492967,cloud_software,True,OK,34.0,2021-09-02
AMZN.OQ,0.46019480804379564,0.9902474940546064,cloud_software,True,OK,35.0,2021-09-02
SNPS.OQ,0.45849489236601726,1.3774482315905994,cloud_software,True,OK,36.0,2021-09-02
ZBRA.OQ,0.45023300281882506,1.3427404128248352,robotics_autonomy,True,OK,37.0,2021-09-02
NTAP.OQ,0.4160488947824997,1.3299048753806846,memory_hbm_storage,True,OK,38.0,2021-09-02
AMT.N,0.39898674880752644,0.6300869980206114,data_center_power_cooling,True,OK,39.0,2021-09-02
DLR.N,0.36009937117955415,0.4107426572339325,data_center_power_cooling,True,OK,40.0,2021-09-02
EQIX.OQ,0.2926721305847568,0.4234830262023201,data_center_power_cooling,True,OK,41.0,2021-09-02
JNPR.N^G25,0.4797728541176183,1.2245548711913046,server_network,False,LIQUIDITY_GATE,,2021-09-02
IRM.N,0.3898184315839127,0.8865300291361361,data_center_power_cooling,False,LIQUIDITY_GATE,,2021-09-02
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-09-02
NVDA.OQ,0.6165466788429376,1.6492245539584212,gpu_accelerator,True,OK,1.0,2021-10-04
NXPI.OQ,0.5815121102372409,1.687270297737448,ai_semiconductor,True,OK,2.0,2021-10-04
AVGO.OQ,0.569834572259025,1.267425744599777,gpu_accelerator,True,OK,3.0,2021-10-04
MPWR.OQ,0.5687424011813782,1.4213136354991012,ai_semiconductor,True,OK,4.0,2021-10-04
ADI.OQ,0.5665833380596839,1.1607928249231143,ai_semiconductor,True,OK,5.0,2021-10-04
QCOM.OQ,0.5548787866447535,1.4030190493246115,ai_semiconductor,True,OK,6.0,2021-10-04
TSLA.OQ,0.5524250433126398,1.152568227284747,robotics_autonomy,True,OK,7.0,2021-10-04
ZBRA.OQ,0.5515815287735948,1.402570720309709,robotics_autonomy,True,OK,8.0,2021-10-04
CDNS.OQ,0.5499165531010045,1.2285802362130602,cloud_software,True,OK,9.0,2021-10-04
TER.OQ,0.5468375118668819,1.9185716692722572,robotics_autonomy,True,OK,10.0,2021-10-04
MU.OQ,0.5453397689435859,1.434418186638478,memory_hbm_storage,True,OK,11.0,2021-10-04
AMD.OQ,0.5434836822309123,1.1624795073375782,gpu_accelerator,True,OK,12.0,2021-10-04
JCI.N,0.5336272047455871,1.2610141289513717,data_center_power_cooling,True,OK,13.0,2021-10-04
CSCO.OQ,0.533373804086726,1.0052096520561329,server_network,True,OK,14.0,2021-10-04
AMZN.OQ,0.5316831464487668,0.9313492986501049,cloud_software,True,OK,15.0,2021-10-04
SNPS.OQ,0.5264765345822776,1.2172572166037614,cloud_software,True,OK,16.0,2021-10-04
NOW.N,0.5221234338646947,0.825899975853586,cloud_software,True,OK,17.0,2021-10-04
GOOG.OQ,0.5194448407908703,1.294740707595933,cloud_software,True,OK,18.0,2021-10-04
AMT.N,0.5107625622264232,0.526271961471015,data_center_power_cooling,True,OK,19.0,2021-10-04
META.OQ,0.5085171006246704,1.2281169567596162,cloud_software,True,OK,20.0,2021-10-04
MSFT.OQ,0.5084924970885882,1.1868667722380104,cloud_software,True,OK,21.0,2021-10-04
TRMB.OQ,0.5065070120571463,1.2726667393631523,robotics_autonomy,True,OK,22.0,2021-10-04
CARR.N,0.5040263559866327,1.2628767900800832,data_center_power_cooling,True,OK,23.0,2021-10-04
INTC.OQ,0.5036822506223301,0.9930753654384566,gpu_accelerator,True,OK,24.0,2021-10-04
TXN.OQ,0.5032933998320653,1.258573070137719,ai_semiconductor,True,OK,25.0,2021-10-04
IRM.N,0.5031235330849201,0.934882654020547,data_center_power_cooling,True,OK,26.0,2021-10-04
NTAP.OQ,0.502601822970203,1.1953143056055349,memory_hbm_storage,True,OK,27.0,2021-10-04
ETN.N,0.49925026981646325,1.12289878672669,data_center_power_cooling,True,OK,28.0,2021-10-04
ANET.N,0.4965257355321387,1.1593687840380094,server_network,True,OK,29.0,2021-10-04
DLR.N,0.4959706029978028,0.3106622991220681,data_center_power_cooling,True,OK,30.0,2021-10-04
TT.N,0.4903220378499913,1.1941877245086676,data_center_power_cooling,True,OK,31.0,2021-10-04
ROK.N,0.4888249526644809,1.013693655087289,robotics_autonomy,True,OK,32.0,2021-10-04
ISRG.OQ,0.48229672514007993,1.1900527556119191,robotics_autonomy,True,OK,33.0,2021-10-04
STX.OQ,0.4734663686198528,1.8164478735284488,memory_hbm_storage,True,OK,34.0,2021-10-04
ORCL.N,0.4609672485511292,0.9097828149092312,cloud_software,True,OK,35.0,2021-10-04
HON.OQ,0.46013414317119167,1.047631231059699,robotics_autonomy,True,OK,36.0,2021-10-04
DELL.N,0.4471179808654578,1.1210720309695923,server_network,True,OK,37.0,2021-10-04
EQIX.OQ,0.4438623977195813,0.2519147183037804,data_center_power_cooling,True,OK,38.0,2021-10-04
WDC.OQ,0.4437589544261755,1.8530216153071997,memory_hbm_storage,True,OK,39.0,2021-10-04
APTV.N,0.419267081468803,1.5687591741725002,robotics_autonomy,True,OK,40.0,2021-10-04
IBM.N,0.4135711080390927,0.7643316331213992,cloud_software,True,OK,41.0,2021-10-04
HPE.N,0.3822843642830669,1.144587326714249,server_network,True,OK,42.0,2021-10-04
JNPR.N^G25,0.48232850343927725,1.2398064400651558,server_network,False,LIQUIDITY_GATE,,2021-10-04
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-10-04
ORCL.N,0.60127629171722,0.846623473395485,cloud_software,True,OK,1.0,2021-11-02
AMZN.OQ,0.5844802488807972,0.9153167031206504,cloud_software,True,OK,2.0,2021-11-02
TXN.OQ,0.5825807478217535,1.2665271402053584,ai_semiconductor,True,OK,3.0,2021-11-02
AVGO.OQ,0.5784329722371944,1.27124411761384,gpu_accelerator,True,OK,4.0,2021-11-02
NOW.N,0.5783882504215916,1.0011171723507424,cloud_software,True,OK,5.0,2021-11-02
GOOG.OQ,0.5697278496770863,1.236169322592381,cloud_software,True,OK,6.0,2021-11-02
CARR.N,0.5478843905056441,1.291928006090503,data_center_power_cooling,True,OK,7.0,2021-11-02
CSCO.OQ,0.5381462069637507,0.9628767415427668,server_network,True,OK,8.0,2021-11-02
NTAP.OQ,0.5339329984249392,1.2060553415611062,memory_hbm_storage,True,OK,9.0,2021-11-02
JCI.N,0.5311462702240861,1.3064000469478232,data_center_power_cooling,True,OK,10.0,2021-11-02
HPE.N,0.5239774856343445,1.0852261578389972,server_network,True,OK,11.0,2021-11-02
ADI.OQ,0.5239156718886258,1.1581262387584206,ai_semiconductor,True,OK,12.0,2021-11-02
DELL.N,0.5197745201574796,1.0372114305881313,server_network,True,OK,13.0,2021-11-02
MSFT.OQ,0.5112329376396612,1.13210973462375,cloud_software,True,OK,14.0,2021-11-02
ISRG.OQ,0.5064953714277216,1.0657704655608733,robotics_autonomy,True,OK,15.0,2021-11-02
INTC.OQ,0.5054303884686419,1.0896353220302375,gpu_accelerator,True,OK,16.0,2021-11-02
ETN.N,0.5010671152401704,1.247926666886519,data_center_power_cooling,True,OK,17.0,2021-11-02
AMT.N,0.5009421917342538,0.5607540788158166,data_center_power_cooling,True,OK,18.0,2021-11-02
TRMB.OQ,0.4967406407669722,1.360662582383836,robotics_autonomy,True,OK,19.0,2021-11-02
QCOM.OQ,0.49623470347685716,1.2752706144175574,ai_semiconductor,True,OK,20.0,2021-11-02
TT.N,0.4954813704937084,1.1851395871711794,data_center_power_cooling,True,OK,21.0,2021-11-02
HON.OQ,0.49409666790911566,1.1033488983016273,robotics_autonomy,True,OK,22.0,2021-11-02
META.OQ,0.49307023411379974,1.2408752713606075,cloud_software,True,OK,23.0,2021-11-02
IBM.N,0.4896054592637511,0.6921762131098717,cloud_software,True,OK,24.0,2021-11-02
SNPS.OQ,0.48878998376536503,1.2699673976881385,cloud_software,True,OK,25.0,2021-11-02
NVDA.OQ,0.48646981501714354,1.595598729897126,gpu_accelerator,True,OK,26.0,2021-11-02
ANET.N,0.4853341196340587,1.0911575673354796,server_network,True,OK,27.0,2021-11-02
ROK.N,0.4733648893098956,1.058214854055673,robotics_autonomy,True,OK,28.0,2021-11-02
MU.OQ,0.46929174485622865,1.3151154640724685,memory_hbm_storage,True,OK,29.0,2021-11-02
CDNS.OQ,0.46815356885899045,1.2596371162145044,cloud_software,True,OK,30.0,2021-11-02
APTV.N,0.46306622952525317,1.4260713046843274,robotics_autonomy,True,OK,31.0,2021-11-02
DLR.N,0.46215482510118455,0.4235284642034242,data_center_power_cooling,True,OK,32.0,2021-11-02
MPWR.OQ,0.45561615493795277,1.395040405910617,ai_semiconductor,True,OK,33.0,2021-11-02
NXPI.OQ,0.45395223190563755,1.7228683453216704,ai_semiconductor,True,OK,34.0,2021-11-02
WDC.OQ,0.44710474122092747,1.7467392252094414,memory_hbm_storage,True,OK,35.0,2021-11-02
EQIX.OQ,0.4426146166306473,0.2779511800453823,data_center_power_cooling,True,OK,36.0,2021-11-02
AMD.OQ,0.4335401760506419,0.98500288340409,gpu_accelerator,True,OK,37.0,2021-11-02
STX.OQ,0.4312669934028411,1.6092877166515531,memory_hbm_storage,True,OK,38.0,2021-11-02
ZBRA.OQ,0.4159303023599438,1.4108363002531985,robotics_autonomy,True,OK,39.0,2021-11-02
JNPR.N^G25,0.39324836207336683,1.0222498421425608,server_network,True,OK,40.0,2021-11-02
TER.OQ,0.3107156516197543,1.9064558752059957,robotics_autonomy,True,OK,41.0,2021-11-02
TSLA.OQ,0.29216779394412673,1.1358413606782742,robotics_autonomy,True,OK,42.0,2021-11-02
IRM.N,0.5203832306981628,0.9946118638379862,data_center_power_cooling,False,LIQUIDITY_GATE,,2021-11-02
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-11-02
NOW.N,0.5970001547705331,1.2400527618981534,cloud_software,True,OK,1.0,2021-12-02
NVDA.OQ,0.5822841014512236,1.7697349982562949,gpu_accelerator,True,OK,2.0,2021-12-02
AMD.OQ,0.5797875885027352,1.343158118578426,gpu_accelerator,True,OK,3.0,2021-12-02
ANET.N,0.5646488612031774,1.2086312150066207,server_network,True,OK,4.0,2021-12-02
META.OQ,0.5595015406789414,1.3482719545695785,cloud_software,True,OK,5.0,2021-12-02
TSLA.OQ,0.5541331171071392,0.9010239889981914,robotics_autonomy,True,OK,6.0,2021-12-02
JNPR.N^G25,0.5323034589125436,0.9596931680704904,server_network,True,OK,7.0,2021-12-02
AMZN.OQ,0.5217971737864086,0.9949245403917866,cloud_software,True,OK,8.0,2021-12-02
HON.OQ,0.5211947082583446,1.024839975332779,robotics_autonomy,True,OK,9.0,2021-12-02
ORCL.N,0.5139177624622736,0.8579374443216565,cloud_software,True,OK,10.0,2021-12-02
APTV.N,0.5119247523609577,1.3413523959924831,robotics_autonomy,True,OK,11.0,2021-12-02
MSFT.OQ,0.5022942714680055,1.058634654263849,cloud_software,True,OK,12.0,2021-12-02
ETN.N,0.4979370645420388,1.2769263866418912,data_center_power_cooling,True,OK,13.0,2021-12-02
AVGO.OQ,0.4943529074358162,1.1587956878464802,gpu_accelerator,True,OK,14.0,2021-12-02
GOOG.OQ,0.49391369523935613,1.2107412949622498,cloud_software,True,OK,15.0,2021-12-02
ROK.N,0.4815777246879532,1.0356866940805092,robotics_autonomy,True,OK,16.0,2021-12-02
INTC.OQ,0.47940563929466384,0.988056267596344,gpu_accelerator,True,OK,17.0,2021-12-02
DELL.N,0.4786049164177412,0.8889269472233264,server_network,True,OK,18.0,2021-12-02
JCI.N,0.4745466296332983,1.3099311487029113,data_center_power_cooling,True,OK,19.0,2021-12-02
TT.N,0.47380847166535023,1.0995655467381489,data_center_power_cooling,True,OK,20.0,2021-12-02
HPE.N,0.4731469219213245,0.900561234762977,server_network,True,OK,21.0,2021-12-02
ISRG.OQ,0.4668010910629204,1.137808279924971,robotics_autonomy,True,OK,22.0,2021-12-02
CARR.N,0.46646714692731756,1.199603124628878,data_center_power_cooling,True,OK,23.0,2021-12-02
QCOM.OQ,0.46426565599699915,1.40498876743335,ai_semiconductor,True,OK,24.0,2021-12-02
TRMB.OQ,0.4639339374865268,1.383231664420423,robotics_autonomy,True,OK,25.0,2021-12-02
DLR.N,0.4622232198022542,0.5274822512263614,data_center_power_cooling,True,OK,26.0,2021-12-02
TXN.OQ,0.46179854242948376,1.1541214573945864,ai_semiconductor,True,OK,27.0,2021-12-02
CSCO.OQ,0.459685249276611,0.8300478226708313,server_network,True,OK,28.0,2021-12-02
SNPS.OQ,0.45901247228553815,1.3288497302573457,cloud_software,True,OK,29.0,2021-12-02
CDNS.OQ,0.4513276213776298,1.4155658262758246,cloud_software,True,OK,30.0,2021-12-02
WDC.OQ,0.4440600194712982,1.341960943450295,memory_hbm_storage,True,OK,31.0,2021-12-02
MU.OQ,0.43775024337018104,1.1379182395530991,memory_hbm_storage,True,OK,32.0,2021-12-02
ADI.OQ,0.43675750442841466,1.0705466517260296,ai_semiconductor,True,OK,33.0,2021-12-02
TER.OQ,0.43581555130430766,1.668083853195065,robotics_autonomy,True,OK,34.0,2021-12-02
AMT.N,0.4344879750173881,0.5698205932386927,data_center_power_cooling,True,OK,35.0,2021-12-02
IBM.N,0.4115625604534772,0.646172145175089,cloud_software,True,OK,36.0,2021-12-02
NXPI.OQ,0.4034954979713946,1.627284350200366,ai_semiconductor,True,OK,37.0,2021-12-02
ZBRA.OQ,0.40299851265889614,1.4173863001339706,robotics_autonomy,True,OK,38.0,2021-12-02
NTAP.OQ,0.4017137262834158,1.084035320874961,memory_hbm_storage,True,OK,39.0,2021-12-02
STX.OQ,0.39293304587115635,1.2449860877373229,memory_hbm_storage,True,OK,40.0,2021-12-02
MPWR.OQ,0.3693419475511701,1.3015678468087963,ai_semiconductor,True,OK,41.0,2021-12-02
EQIX.OQ,0.3528047943263276,0.2796868729559514,data_center_power_cooling,True,OK,42.0,2021-12-02
IRM.N,0.4489889195587025,0.8563794629020931,data_center_power_cooling,False,LIQUIDITY_GATE,,2021-12-02
CIEN.N,,,server_network,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
MRVL.OQ,,,gpu_accelerator,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
ON.OQ,,,ai_semiconductor,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
PLTR.OQ,,,cloud_software,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
SNDK.OQ,,,memory_hbm_storage,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
VRT.N,,,data_center_power_cooling,False,NO_ACTIVE_MEMBERSHIP_ROW,,2021-12-02
NVDA.OQ,0.590895271440484,2.165087837268545,gpu_accelerator,True,OK,1.0,2022-01-03
AMD.OQ,0.5636791913800077,1.7406300763016855,gpu_accelerator,True,OK,2.0,2022-01-03
AMZN.OQ,0.560551120267946,1.0347235738896088,cloud_software,True,OK,3.0,2022-01-03
GOOG.OQ,0.5499852119680128,1.1866016745177177,cloud_software,True,OK,4.0,2022-01-03
MSFT.OQ,0.5410807924011177,1.1388577698767326,cloud_software,True,OK,5.0,2022-01-03
MU.OQ,0.5264989598036188,1.2965900252328992,memory_hbm_storage,True,OK,6.0,2022-01-03
AVGO.OQ,0.5249342002619258,1.2040431139450638,gpu_accelerator,True,OK,7.0,2022-01-03
TER.OQ,0.5207746972164121,1.6438226476115607,robotics_autonomy,True,OK,8.0,2022-01-03
STX.OQ,0.5142596912822364,1.2388129985482133,memory_hbm_storage,True,OK,9.0,2022-01-03
QCOM.OQ,0.5078090978648916,1.4104838029228908,ai_semiconductor,True,OK,10.0,2022-01-03
TSLA.OQ,0.5072450594136634,1.3753929978102757,robotics_autonomy,True,OK,11.0,2022-01-03
META.OQ,0.5060124217415246,1.277737754448627,cloud_software,True,OK,12.0,2022-01-03
HPE.N,0.5051530467410338,0.928325991437194,server_network,True,OK,13.0,2022-01-03
ANET.N,0.5048670857482696,1.3003725922368865,server_network,True,OK,14.0,2022-01-03
