performance_observations_including_initial_cost_event,elapsed_spy_sessions,cumulative_net_return,annualized_return,annualized_volatility,sharpe_zero_cash,sortino_zero_cash,max_drawdown,beta_to_spy,annualized_alpha_zero_cash,spy_same_window_cumulative_return,total_one_way_turnover,annualized_turnover,total_spread_cost_initial_nav_units,ending_nav
484,483,-0.030973943800482573,-0.016281877657568167,0.09775572463930066,-0.11877558938879987,-0.17804942653571618,-0.13149988764041254,0.06358689064509895,-0.016893316128074192,0.13114890607179186,8.708671868505977,4.543654887916162,0.0023992845062817576,0.9690260561995174
